scenario_id,ego_id,rule_STL
DEU_AachenBendplatz-1_122240_T-2259,10125,R_IN1,"[ 1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_81140_T-1159,10093,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_8740_T-759,10051,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_121860_T-1879,10102,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_112520_T-2539,10166,R_IN1,"[ 1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_112520_T-2539,10167,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_103440_T-3459,10202,R_IN1,"[ 1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_81000_T-1019,10078,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_265260_T-5279,10453,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_11820_T-839,10060,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_131640_T-1659,10127,R_IN1,"[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_171060_T-1079,10081,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_124780_T-4799,10322,R_IN4,[ 1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_73360_T-3379,10133,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_112400_T-2419,10157,R_IN1,[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_154860_T-4879,10303,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_124320_T-4339,10290,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_124320_T-4339,10266,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_13540_T-559,10040,R_IN1,"[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_111720_T-1739,10108,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1.  1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_215340_T-5359,10456,R_IN4,"[ 1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_11480_T-499,10039,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_101900_T-1919,10108,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_122380_T-2399,10146,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_83780_T-3799,10288,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_16520_T-539,10046,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_16520_T-539,10047,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_26100_T-119,10028,R_IN4,[ 1.  1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_173240_T-3259,10235,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
 -1. -1.]"
DEU_AachenBendplatz-1_111680_T-1699,10108,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_121900_T-1919,10102,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_114100_T-4119,10272,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_144660_T-4679,10351,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_11500_T-519,10043,R_IN1,"[ 1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_145000_T-5019,10367,R_IN4,"[ 1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_121080_T-1099,10056,R_IN1,"[ 1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_143920_T-3939,10304,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_11220_T-239,10020,R_IN1,"[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_11100_T-119,10012,R_IN4,[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.]
DEU_AachenBendplatz-1_165100_T-5119,10385,R_IN4,[ 1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_165100_T-5119,10371,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_102780_T-2799,10171,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_281500_T-1519,10138,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_7140_T-159,10020,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_27420_T-439,10067,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_113540_T-3559,10231,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.
 -1. -1.]"
DEU_AachenBendplatz-1_113540_T-3559,10237,R_IN4,[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_152960_T-2979,10184,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
  1.  1.]"
DEU_AachenFrankenburg-1_231360_T-1379,10130,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_143340_T-3359,10248,R_IN4,[ 1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_153000_T-3019,10191,R_IN1,"[ 1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_213900_T-3919,10346,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_163380_T-3399,10246,R_IN4,"[ 1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.
  1.]"
DEU_AachenBendplatz-1_13520_T-539,10021,R_IN1,"[ 1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_13520_T-539,10031,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_161020_T-1039,10095,R_IN1,"[ 1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_125140_T-5159,10342,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_91480_T-1499,10080,R_IN4,"[ 1.  1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_16680_T-699,10065,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_264680_T-4699,10414,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1. -1.]"
DEU_AachenBendplatz-1_14840_T-859,10055,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_165040_T-5059,10374,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_113120_T-3139,10206,R_IN4,[ 1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_1720_T-39,10013,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.
  1.]"
DEU_AachenBendplatz-1_73200_T-3219,10123,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_134900_T-4919,10351,R_IN1,"[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_134900_T-4919,10335,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_142000_T-2019,10125,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_206020_T-6039,10462,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_174280_T-4299,10315,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_102080_T-2099,10125,R_IN1,"[ 1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.]"
DEU_AachenBendplatz-1_132760_T-2779,10181,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_132760_T-2779,10189,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_125560_T-5579,10400,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_125560_T-5579,10371,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_12700_T-719,10035,R_IN1,"[ 1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_174400_T-4419,10324,R_IN1,"[ 1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_14960_T-979,10058,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_91280_T-1299,10080,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
 -1.  1.]"
DEU_AachenBendplatz-1_91280_T-1299,10075,R_IN4,"[ 1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_91280_T-1299,10079,R_IN1,"[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_284860_T-4879,10409,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_134720_T-4739,10324,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_81560_T-1579,10112,R_IN1,"[ 1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_134480_T-4499,10314,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_7780_T-799,10046,R_IN1,"[ 1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_122600_T-2619,10162,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
 -1.  1.]"
DEU_AachenBendplatz-1_141880_T-1899,10132,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_141720_T-1739,10098,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_155060_T-5079,10320,R_IN4,[ 1.  1.  1.  1.  1. -1.  1.  1.  1.]
DEU_AachenBendplatz-1_124040_T-4059,10264,R_IN1,"[ 1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_203380_T-3399,10272,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_163740_T-3759,10267,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_10560_T-579,10041,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_151500_T-1519,10105,R_IN1,"[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_141660_T-1679,10111,R_IN4,[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1.]
DEU_AachenBendplatz-1_174480_T-4499,10329,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1. -1.]"
DEU_AachenBendplatz-1_112800_T-2819,10185,R_IN4,[ 1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1.  1. -1.  1.  1.  1.]
DEU_AachenBendplatz-1_17680_T-699,10047,R_IN1,"[ 1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_161200_T-1219,10100,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_102180_T-2199,10126,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenFrankenburg-1_281620_T-1639,10148,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
  1.  1.]"
DEU_AachenFrankenburg-1_221340_T-1359,10150,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1.
 -1.  1.]"
DEU_AachenBendplatz-1_171040_T-1059,10081,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1. -1.]"
DEU_AachenFrankenburg-1_2120_T-39,10023,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_102200_T-2219,10126,R_IN4,"[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_162440_T-2459,10193,R_IN4,[ 1.  1.  1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_16700_T-719,10046,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_73920_T-3939,10153,R_IN1,"[ 1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_111520_T-1539,10098,R_IN1,"[ 1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_151140_T-1159,10087,R_IN1,[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.]
DEU_AachenBendplatz-1_125580_T-5599,10402,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_125580_T-5599,10371,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_83560_T-3579,10270,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_141080_T-1099,10067,R_IN1,"[ 1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_291900_T-1919,10191,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_162040_T-2059,10162,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_273460_T-3479,10328,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.
 -1.  1.]"
DEU_AachenBendplatz-1_161880_T-1899,10148,R_IN4,[ 1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_154820_T-4839,10300,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.
  1.]"
DEU_AachenBendplatz-1_101840_T-1859,10108,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
 -1. -1.]"
DEU_AachenBendplatz-1_101840_T-1859,10111,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_92240_T-2259,10129,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_83640_T-3659,10276,R_IN1,"[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_123940_T-3959,10258,R_IN1,"[ 1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_82820_T-2839,10218,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_101260_T-1279,10083,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenFrankenburg-1_262100_T-2119,10214,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_151860_T-1879,10123,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_114320_T-4339,10284,R_IN4,"[ 1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_81280_T-1299,10100,R_IN1,"[ 1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_154400_T-4419,10281,R_IN4,[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.]
DEU_AachenFrankenburg-1_225720_T-5739,10505,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_102320_T-2339,10147,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_113760_T-3779,10254,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_101940_T-1959,10109,R_IN1,"[ 1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_294020_T-4039,10389,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_112240_T-2259,10147,R_IN1,"[ 1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_292900_T-2919,10289,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_81780_T-1799,10123,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1.  1.]"
DEU_AachenBendplatz-1_154360_T-4379,10277,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1.  1.]"
DEU_AachenBendplatz-1_84320_T-4339,10334,R_IN1,[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.]
DEU_AachenBendplatz-1_84320_T-4339,10332,R_IN1,"[ 1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_82920_T-2939,10226,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1.
 -1. -1.]"
