scenario_id,ego_id,rule,
DEU_LocationELower-21_34_T-1,6,R_G2,
DEU_LocationALower-26_48_T-1,13,R_G2,
DEU_LocationALower-26_48_T-1,25,R_G2,
DEU_LocationCUpper-5_38_T-1,14,R_G2,
DEU_LocationALower-49_35_T-1,10,R_G2,
DEU_LocationALower-49_35_T-1,12,R_G2,
DEU_LocationALower-49_35_T-1,13,R_G2,
DEU_LocationALower-40_29_T-1,11,R_G2,
DEU_LocationALower-56_28_T-1,11,R_G2,
DEU_LocationELower-22_16_T-1,7,R_G2,
DEU_LocationALower-53_32_T-1,26,R_G2,
DEU_LocationDUpper-9_23_T-1,12,R_G2,
DEU_LocationAUpper-40_29_T-1,18,R_G2,
DEU_LocationALower-27_55_T-1,28,R_G2,
DEU_LocationAUpper-36_9_T-1,13,R_G2,
DEU_LocationAUpper-36_46_T-1,18,R_G2,
DEU_LocationALower-38_10_T-1,18,R_G2,
DEU_LocationALower-38_10_T-1,19,R_G2,
DEU_LocationAUpper-48_37_T-1,16,R_G2,
DEU_LocationAUpper-36_49_T-1,10,R_G2,
DEU_LocationALower-31_20_T-1,18,R_G2,
DEU_LocationELower-16_36_T-1,9,R_G2,
DEU_LocationALower-27_27_T-1,11,R_G2,
DEU_LocationEUpper-19_33_T-1,6,R_G2,
DEU_LocationAUpper-36_2_T-1,23,R_G2,
DEU_LocationAUpper-36_52_T-1,13,R_G2,
DEU_LocationALower-51_31_T-1,16,R_G2,
DEU_LocationALower-51_31_T-1,18,R_G2,
DEU_LocationALower-36_45_T-1,17,R_G3,
DEU_LocationALower-41_30_T-1,12,R_G3,
DEU_LocationAUpper-13_23_T-1,15,R_G3,
DEU_LocationAUpper-13_23_T-1,18,R_G3,
DEU_LocationAUpper-13_23_T-1,19,R_G3,
DEU_LocationALower-12_6_T-1,18,R_G3,
DEU_LocationALower-36_22_T-1,18,R_G3,
DEU_LocationALower-42_16_T-1,10,R_G3,
DEU_LocationALower-42_16_T-1,13,R_G3,
DEU_LocationALower-53_44_T-1,8,R_G3,
DEU_LocationALower-53_44_T-1,15,R_G3,
DEU_LocationALower-53_44_T-1,19,R_G3,
DEU_LocationALower-27_39_T-1,12,R_G3,
DEU_LocationALower-27_39_T-1,22,R_G3,
DEU_LocationALower-46_55_T-1,15,R_G3,
DEU_LocationALower-39_47_T-1,9,R_G3,
DEU_LocationALower-39_47_T-1,15,R_G3,
DEU_LocationALower-39_47_T-1,16,R_G3,
DEU_LocationAUpper-37_24_T-1,17,R_G3,
DEU_LocationALower-49_44_T-1,19,R_G3,
DEU_LocationALower-49_44_T-1,21,R_G3,
DEU_LocationALower-49_44_T-1,26,R_G3,
DEU_LocationALower-34_16_T-1,16,R_G3,
DEU_LocationALower-45_47_T-1,14,R_G3,
DEU_LocationALower-55_12_T-1,21,R_G3,
DEU_LocationALower-55_12_T-1,25,R_G3,
DEU_LocationALower-55_12_T-1,27,R_G3,
DEU_LocationALower-45_38_T-1,21,R_G3,
DEU_LocationALower-45_38_T-1,23,R_G3,
DEU_LocationALower-52_48_T-1,12,R_G3,
DEU_LocationALower-34_27_T-1,8,R_G3,
DEU_LocationAUpper-28_1_T-1,10,R_G3,
DEU_LocationAUpper-57_41_T-1,12,R_G3,
DEU_LocationALower-46_40_T-1,12,R_G3,
DEU_LocationALower-46_40_T-1,14,R_G3,
DEU_LocationALower-31_7_T-1,12,R_G3,
DEU_LocationALower-31_7_T-1,14,R_G3,
DEU_LocationALower-31_7_T-1,16,R_G3,
DEU_LocationALower-44_51_T-1,15,R_G3,
DEU_LocationALower-44_51_T-1,17,R_G3,
DEU_LocationALower-44_51_T-1,19,R_G3,
DEU_LocationALower-50_36_T-1,9,R_G3,
DEU_LocationALower-50_36_T-1,12,R_G3,
DEU_LocationALower-50_36_T-1,20,R_G3,
DEU_LocationALower-44_9_T-1,13,R_G3,
DEU_LocationALower-44_9_T-1,15,R_G3,
DEU_LocationALower-37_25_T-1,18,R_G3,
DEU_LocationCLower-4_36_T-1,6,R_G3,
DEU_LocationAUpper-33_43_T-1,13,R_G3,
DEU_LocationALower-44_37_T-1,10,R_G3,
DEU_LocationALower-44_37_T-1,12,R_G3,
DEU_LocationALower-44_37_T-1,17,R_G3,
DEU_LocationAUpper-57_30_T-1,12,R_G3,
DEU_LocationALower-52_26_T-1,14,R_G3,
DEU_LocationALower-52_26_T-1,16,R_G3,
DEU_LocationALower-35_25_T-1,17,R_G3,
DEU_LocationALower-57_34_T-1,6,R_G3,
DEU_LocationALower-57_34_T-1,7,R_G3,
DEU_LocationALower-53_48_T-1,14,R_G3,
DEU_LocationALower-53_48_T-1,15,R_G3,
DEU_LocationALower-47_35_T-1,13,R_G3,
DEU_LocationALower-41_51_T-1,7,R_G3,
DEU_LocationALower-43_22_T-1,8,R_G3,
DEU_LocationALower-43_22_T-1,10,R_G3,
DEU_LocationALower-43_22_T-1,12,R_G3,
DEU_LocationALower-53_52_T-1,18,R_G3,
DEU_LocationALower-56_10_T-1,12,R_G3,
DEU_LocationALower-56_10_T-1,13,R_G3,
DEU_LocationALower-56_10_T-1,14,R_G3,
DEU_LocationAUpper-50_32_T-1,17,R_G3,
DEU_LocationALower-39_20_T-1,14,R_G3,
DEU_LocationALower-39_20_T-1,15,R_G3,
DEU_LocationALower-39_20_T-1,17,R_G3,
DEU_LocationALower-35_26_T-1,16,R_G3,
DEU_LocationALower-35_26_T-1,17,R_G3,
DEU_LocationAUpper-27_35_T-1,19,R_G3,
DEU_LocationAUpper-31_49_T-1,14,R_G3,
DEU_LocationALower-43_37_T-1,12,R_G3,
DEU_LocationALower-43_37_T-1,15,R_G3,
DEU_LocationALower-43_37_T-1,16,R_G3,
DEU_LocationALower-43_37_T-1,19,R_G3,
DEU_LocationALower-43_37_T-1,20,R_G3,
DEU_LocationALower-53_34_T-1,10,R_G3,
DEU_LocationALower-53_34_T-1,12,R_G3,
DEU_LocationCUpper-4_13_T-1,10,R_G3,
DEU_LocationCLower-6_31_T-1,8,R_G3,
DEU_LocationCUpper-4_8_T-1,7,R_G3,
DEU_LocationALower-45_8_T-1,16,R_G3,
DEU_LocationALower-45_8_T-1,21,R_G3,
DEU_LocationALower-45_8_T-1,23,R_G3,
DEU_LocationALower-28_9_T-1,13,R_G3,
DEU_LocationALower-28_9_T-1,15,R_G3,
DEU_LocationALower-34_14_T-1,12,R_G3,
DEU_LocationALower-34_14_T-1,18,R_G3,
DEU_LocationALower-34_14_T-1,21,R_G3,
DEU_LocationALower-55_26_T-1,19,R_G3,
DEU_LocationALower-34_9_T-1,10,R_G3,
DEU_LocationALower-55_43_T-1,10,R_G3,
DEU_LocationALower-55_43_T-1,14,R_G3,
DEU_LocationAUpper-49_8_T-1,11,R_G3,
DEU_LocationALower-28_15_T-1,18,R_G3,
DEU_LocationALower-48_10_T-1,7,R_G3,
DEU_LocationALower-48_10_T-1,12,R_G3,
DEU_LocationALower-48_10_T-1,15,R_G3,
DEU_LocationALower-48_10_T-1,16,R_G3,
DEU_LocationALower-48_10_T-1,17,R_G3,
DEU_LocationALower-48_10_T-1,18,R_G3,
DEU_LocationALower-48_10_T-1,19,R_G3,
DEU_LocationALower-48_10_T-1,22,R_G3,
DEU_LocationAUpper-51_45_T-1,21,R_G3,
DEU_LocationAUpper-30_18_T-1,15,R_G3,
DEU_LocationALower-11_18_T-1,15,R_G3,
DEU_LocationALower-41_26_T-1,11,R_G3,
DEU_LocationALower-41_26_T-1,12,R_G3,
DEU_LocationALower-29_41_T-1,11,R_G3,
DEU_LocationALower-29_41_T-1,12,R_G3,
DEU_LocationAUpper-55_37_T-1,7,R_G3,
DEU_LocationALower-42_45_T-1,17,R_G3,
DEU_LocationALower-42_45_T-1,18,R_G3,
DEU_LocationALower-42_45_T-1,21,R_G3,
DEU_LocationALower-42_45_T-1,22,R_G3,
DEU_LocationALower-44_38_T-1,11,R_G3,
DEU_LocationALower-45_40_T-1,10,R_G3,
DEU_LocationALower-45_40_T-1,11,R_G3,
DEU_LocationALower-45_40_T-1,12,R_G3,
DEU_LocationALower-45_40_T-1,14,R_G3,
DEU_LocationALower-42_1_T-1,10,R_G3,
DEU_LocationELower-24_29_T-1,8,R_G3,
DEU_LocationALower-13_37_T-1,15,R_G3,
DEU_LocationALower-13_37_T-1,21,R_G3,
DEU_LocationALower-44_58_T-1,14,R_G3,
DEU_LocationALower-47_32_T-1,8,R_G3,
DEU_LocationALower-47_32_T-1,15,R_G3,
DEU_LocationALower-57_52_T-1,10,R_G3,
DEU_LocationAUpper-37_43_T-1,10,R_G3,
DEU_LocationAUpper-29_29_T-1,13,R_G3,
DEU_LocationALower-29_46_T-1,21,R_G3,
DEU_LocationDUpper-7_23_T-1,9,R_G3,
DEU_LocationALower-30_33_T-1,12,R_G3,
DEU_LocationALower-44_28_T-1,10,R_G3,
DEU_LocationALower-44_28_T-1,11,R_G3,
DEU_LocationALower-44_28_T-1,13,R_G3,
DEU_LocationALower-44_28_T-1,16,R_G3,
DEU_LocationCLower-4_18_T-1,8,R_G3,
DEU_LocationCLower-4_18_T-1,10,R_G3,
DEU_LocationALower-44_12_T-1,8,R_G3,
DEU_LocationDLower-9_8_T-1,6,R_G3,
DEU_LocationFLower-59_19_T-1,8,R_G3,
DEU_LocationCUpper-5_40_T-1,11,R_G3,
DEU_LocationAUpper-46_37_T-1,12,R_G3,
DEU_LocationALower-40_43_T-1,14,R_G3,
DEU_LocationELower-16_11_T-1,6,R_G3,
DEU_LocationFLower-58_14_T-1,14,R_G3,
DEU_LocationFLower-58_10_T-1,9,R_G3,
DEU_LocationFLower-58_10_T-1,13,R_G3,
DEU_LocationALower-44_22_T-1,10,R_G3,
DEU_LocationALower-44_22_T-1,12,R_G3,
DEU_LocationALower-44_22_T-1,18,R_G3,
DEU_LocationALower-42_39_T-1,18,R_G3,
DEU_LocationALower-14_36_T-1,16,R_G3,
DEU_LocationALower-39_55_T-1,14,R_G3,
DEU_LocationALower-51_16_T-1,14,R_G3,
DEU_LocationALower-51_16_T-1,15,R_G3,
DEU_LocationALower-48_34_T-1,13,R_G3,
DEU_LocationALower-38_53_T-1,16,R_G3,
DEU_LocationAUpper-51_9_T-1,14,R_G3,
DEU_LocationAUpper-51_9_T-1,15,R_G3,
DEU_LocationALower-50_30_T-1,11,R_G3,
DEU_LocationALower-54_1_T-1,8,R_G3,
DEU_LocationALower-41_35_T-1,6,R_G3,
DEU_LocationALower-41_35_T-1,7,R_G3,
DEU_LocationALower-41_35_T-1,14,R_G3,
DEU_LocationALower-41_35_T-1,15,R_G3,
DEU_LocationALower-41_35_T-1,19,R_G3,
DEU_LocationALower-41_35_T-1,24,R_G3,
DEU_LocationALower-39_33_T-1,10,R_G3,
DEU_LocationALower-39_33_T-1,11,R_G3,
DEU_LocationALower-39_33_T-1,13,R_G3,
DEU_LocationALower-11_25_T-1,11,R_G3,
DEU_LocationALower-14_37_T-1,11,R_G3,
DEU_LocationALower-29_8_T-1,10,R_G3,
DEU_LocationDUpper-9_35_T-1,7,R_G3,
DEU_LocationALower-46_44_T-1,15,R_G3,
DEU_LocationALower-46_44_T-1,18,R_G3,
DEU_LocationALower-46_44_T-1,19,R_G3,
DEU_LocationALower-46_44_T-1,22,R_G3,
DEU_LocationALower-44_25_T-1,15,R_G3,
DEU_LocationALower-44_25_T-1,16,R_G3,
DEU_LocationCLower-5_35_T-1,11,R_G3,
DEU_LocationALower-50_33_T-1,11,R_G3,
DEU_LocationALower-50_33_T-1,12,R_G3,
DEU_LocationALower-50_33_T-1,14,R_G3,
DEU_LocationALower-54_30_T-1,8,R_G3,
DEU_LocationALower-54_30_T-1,20,R_G3,
DEU_LocationALower-54_30_T-1,21,R_G3,
DEU_LocationALower-28_35_T-1,11,R_G3,
DEU_LocationAUpper-54_13_T-1,17,R_G3,
DEU_LocationALower-56_6_T-1,10,R_G3,
DEU_LocationAUpper-29_9_T-1,12,R_G3,
DEU_LocationAUpper-48_30_T-1,22,R_G3,
DEU_LocationAUpper-48_30_T-1,24,R_G3,
DEU_LocationALower-13_30_T-1,9,R_G3,
DEU_LocationALower-13_30_T-1,11,R_G3,
DEU_LocationALower-45_39_T-1,16,R_G3,
DEU_LocationALower-45_39_T-1,18,R_G3,
DEU_LocationALower-45_39_T-1,20,R_G3,
DEU_LocationALower-45_39_T-1,21,R_G3,
DEU_LocationALower-45_39_T-1,24,R_G3,
DEU_LocationALower-41_17_T-1,17,R_G3,
DEU_LocationALower-41_17_T-1,21,R_G3,
DEU_LocationBLower-3_46_T-1,10,R_G3,
DEU_LocationALower-52_7_T-1,11,R_G3,
DEU_LocationALower-52_7_T-1,16,R_G3,
DEU_LocationALower-49_6_T-1,10,R_G3,
DEU_LocationALower-38_13_T-1,14,R_G3,
DEU_LocationALower-38_13_T-1,17,R_G3,
DEU_LocationALower-38_32_T-1,18,R_G3,
DEU_LocationALower-38_32_T-1,19,R_G3,
DEU_LocationALower-33_5_T-1,17,R_G3,
DEU_LocationALower-11_11_T-1,11,R_G3,
DEU_LocationALower-47_19_T-1,9,R_G3,
DEU_LocationALower-47_19_T-1,11,R_G3,
DEU_LocationALower-47_19_T-1,12,R_G3,
DEU_LocationALower-56_5_T-1,11,R_G3,
DEU_LocationALower-56_5_T-1,15,R_G3,
DEU_LocationALower-56_5_T-1,18,R_G3,
DEU_LocationALower-56_5_T-1,22,R_G3,
DEU_LocationALower-43_27_T-1,6,R_G3,
DEU_LocationALower-43_27_T-1,11,R_G3,
DEU_LocationALower-43_27_T-1,13,R_G3,
DEU_LocationALower-11_8_T-1,14,R_G3,
DEU_LocationALower-11_8_T-1,15,R_G3,
DEU_LocationALower-11_8_T-1,17,R_G3,
DEU_LocationALower-42_23_T-1,15,R_G3,
DEU_LocationALower-47_36_T-1,8,R_G3,
DEU_LocationALower-32_26_T-1,14,R_G3,
DEU_LocationALower-32_26_T-1,18,R_G3,
DEU_LocationAUpper-53_29_T-1,27,R_G3,
DEU_LocationALower-53_40_T-1,11,R_G3,
DEU_LocationAUpper-34_7_T-1,9,R_G3,
DEU_LocationALower-41_39_T-1,6,R_G3,
DEU_LocationALower-41_39_T-1,8,R_G3,
DEU_LocationALower-41_39_T-1,9,R_G3,
DEU_LocationALower-52_46_T-1,17,R_G3,
DEU_LocationALower-48_47_T-1,19,R_G3,
DEU_LocationALower-55_21_T-1,15,R_G3,
DEU_LocationALower-44_33_T-1,13,R_G3,
DEU_LocationALower-44_33_T-1,14,R_G3,
DEU_LocationCLower-4_21_T-1,8,R_G3,
DEU_LocationALower-52_12_T-1,15,R_G3,
DEU_LocationALower-52_12_T-1,16,R_G3,
DEU_LocationALower-52_12_T-1,17,R_G3,
DEU_LocationALower-49_10_T-1,15,R_G3,
DEU_LocationALower-49_10_T-1,16,R_G3,
DEU_LocationALower-45_11_T-1,13,R_G3,
DEU_LocationALower-45_11_T-1,14,R_G3,
DEU_LocationALower-45_11_T-1,18,R_G3,
DEU_LocationALower-45_11_T-1,19,R_G3,
DEU_LocationALower-43_3_T-1,18,R_G3,
DEU_LocationALower-43_3_T-1,20,R_G3,
DEU_LocationALower-12_32_T-1,9,R_G3,
DEU_LocationALower-12_32_T-1,16,R_G3,
DEU_LocationALower-36_20_T-1,14,R_G3,
DEU_LocationALower-42_49_T-1,11,R_G3,
DEU_LocationALower-29_53_T-1,14,R_G3,
DEU_LocationALower-29_53_T-1,20,R_G3,
DEU_LocationALower-49_22_T-1,15,R_G3,
DEU_LocationALower-29_19_T-1,14,R_G3,
DEU_LocationALower-42_42_T-1,6,R_G3,
DEU_LocationALower-42_42_T-1,7,R_G3,
DEU_LocationALower-52_29_T-1,16,R_G3,
DEU_LocationALower-55_40_T-1,13,R_G3,
DEU_LocationALower-43_35_T-1,17,R_G3,
DEU_LocationALower-43_35_T-1,18,R_G3,
DEU_LocationALower-52_27_T-1,15,R_G3,
DEU_LocationALower-52_27_T-1,17,R_G3,
DEU_LocationALower-36_38_T-1,22,R_G3,
DEU_LocationALower-36_38_T-1,23,R_G3,
DEU_LocationALower-36_61_T-1,7,R_G3,
DEU_LocationALower-41_53_T-1,18,R_G3,
DEU_LocationALower-41_53_T-1,21,R_G3,
DEU_LocationALower-40_32_T-1,10,R_G3,
DEU_LocationALower-40_32_T-1,12,R_G3,
DEU_LocationALower-37_31_T-1,12,R_G3,
DEU_LocationALower-37_31_T-1,15,R_G3,
DEU_LocationALower-37_31_T-1,18,R_G3,
DEU_LocationALower-14_52_T-1,5,R_G3,
DEU_LocationALower-14_52_T-1,6,R_G3,
DEU_LocationALower-14_52_T-1,11,R_G3,
DEU_LocationALower-14_52_T-1,16,R_G3,
DEU_LocationALower-39_4_T-1,9,R_G3,
DEU_LocationALower-39_4_T-1,11,R_G3,
DEU_LocationCLower-6_25_T-1,8,R_G3,
DEU_LocationCLower-6_25_T-1,12,R_G3,
DEU_LocationALower-50_2_T-1,9,R_G3,
DEU_LocationALower-50_2_T-1,10,R_G3,
DEU_LocationALower-47_43_T-1,18,R_G3,
DEU_LocationAUpper-30_34_T-1,12,R_G3,
DEU_LocationAUpper-30_34_T-1,14,R_G3,
DEU_LocationAUpper-30_34_T-1,17,R_G3,
DEU_LocationALower-57_35_T-1,11,R_G3,
DEU_LocationALower-12_5_T-1,10,R_G3,
DEU_LocationALower-12_5_T-1,13,R_G3,
DEU_LocationALower-41_24_T-1,8,R_G3,
DEU_LocationALower-41_24_T-1,10,R_G3,
DEU_LocationALower-41_24_T-1,14,R_G3,
DEU_LocationALower-41_24_T-1,17,R_G3,
DEU_LocationALower-41_24_T-1,20,R_G3,
DEU_LocationALower-41_24_T-1,22,R_G3,
DEU_LocationALower-41_24_T-1,23,R_G3,
DEU_LocationALower-25_8_T-1,19,R_G3,
DEU_LocationALower-38_16_T-1,13,R_G3,
DEU_LocationALower-41_47_T-1,10,R_G3,
DEU_LocationALower-41_47_T-1,13,R_G3,
DEU_LocationALower-41_47_T-1,14,R_G3,
DEU_LocationALower-41_47_T-1,17,R_G3,
DEU_LocationALower-41_47_T-1,18,R_G3,
DEU_LocationALower-30_46_T-1,11,R_G3,
DEU_LocationALower-35_6_T-1,18,R_G3,
DEU_LocationALower-35_6_T-1,19,R_G3,
DEU_LocationALower-42_47_T-1,7,R_G3,
DEU_LocationALower-42_47_T-1,14,R_G3,
DEU_LocationALower-42_47_T-1,15,R_G3,
DEU_LocationALower-41_23_T-1,12,R_G3,
DEU_LocationALower-41_23_T-1,15,R_G3,
DEU_LocationALower-41_23_T-1,16,R_G3,
DEU_LocationALower-41_23_T-1,19,R_G3,
DEU_LocationALower-39_17_T-1,12,R_G3,
DEU_LocationAUpper-53_23_T-1,17,R_G3,
DEU_LocationALower-31_5_T-1,11,R_G3,
DEU_LocationAUpper-29_31_T-1,13,R_G3,
DEU_LocationALower-30_32_T-1,8,R_G3,
DEU_LocationALower-30_32_T-1,12,R_G3,
DEU_LocationALower-30_32_T-1,13,R_G3,
DEU_LocationALower-30_32_T-1,18,R_G3,
DEU_LocationALower-53_2_T-1,15,R_G3,
DEU_LocationALower-53_2_T-1,24,R_G3,
DEU_LocationALower-53_2_T-1,27,R_G3,
DEU_LocationALower-53_2_T-1,28,R_G3,
DEU_LocationALower-38_26_T-1,18,R_G3,
DEU_LocationALower-38_26_T-1,19,R_G3,
DEU_LocationALower-52_20_T-1,8,R_G3,
DEU_LocationALower-52_20_T-1,12,R_G3,
DEU_LocationALower-57_27_T-1,20,R_G3,
DEU_LocationALower-27_27_T-1,16,R_G3,
DEU_LocationAUpper-30_7_T-1,18,R_G3,
DEU_LocationALower-50_49_T-1,8,R_G3,
DEU_LocationAUpper-34_34_T-1,10,R_G3,
DEU_LocationAUpper-34_34_T-1,12,R_G3,
DEU_LocationALower-14_16_T-1,13,R_G3,
DEU_LocationAUpper-35_46_T-1,14,R_G3,
DEU_LocationALower-49_39_T-1,14,R_G3,
DEU_LocationALower-39_53_T-1,10,R_G3,
DEU_LocationALower-39_53_T-1,12,R_G3,
DEU_LocationALower-39_53_T-1,21,R_G3,
DEU_LocationAUpper-37_54_T-1,14,R_G3,
DEU_LocationALower-48_13_T-1,16,R_G3,
DEU_LocationALower-48_13_T-1,17,R_G3,
DEU_LocationALower-48_13_T-1,19,R_G3,
DEU_LocationALower-40_55_T-1,12,R_G3,
DEU_LocationALower-40_55_T-1,14,R_G3,
DEU_LocationALower-40_55_T-1,18,R_G3,
DEU_LocationALower-53_14_T-1,18,R_G3,
DEU_LocationALower-38_24_T-1,6,R_G3,
DEU_LocationALower-38_24_T-1,8,R_G3,
DEU_LocationALower-38_24_T-1,13,R_G3,
DEU_LocationAUpper-35_17_T-1,12,R_G3,
DEU_LocationALower-45_46_T-1,11,R_G3,
DEU_LocationALower-45_46_T-1,16,R_G3,
DEU_LocationALower-45_46_T-1,19,R_G3,
DEU_LocationALower-45_46_T-1,21,R_G3,
DEU_LocationALower-36_34_T-1,16,R_G3,
DEU_LocationALower-47_40_T-1,9,R_G3,
DEU_LocationALower-47_40_T-1,15,R_G3,
DEU_LocationALower-47_40_T-1,17,R_G3,
DEU_LocationALower-51_20_T-1,7,R_G3,
DEU_LocationALower-51_20_T-1,16,R_G3,
DEU_LocationALower-51_20_T-1,17,R_G3,
DEU_LocationALower-51_20_T-1,18,R_G3,
DEU_LocationALower-51_20_T-1,19,R_G3,
DEU_LocationALower-28_48_T-1,13,R_G3,
DEU_LocationALower-28_48_T-1,15,R_G3,
DEU_LocationALower-36_35_T-1,8,R_G3,
DEU_LocationALower-36_35_T-1,9,R_G3,
DEU_LocationALower-51_28_T-1,9,R_G3,
DEU_LocationALower-51_28_T-1,14,R_G3,
DEU_LocationALower-43_46_T-1,12,R_G3,
DEU_LocationALower-43_46_T-1,15,R_G3,
DEU_LocationCLower-5_49_T-1,5,R_G3,
DEU_LocationAUpper-28_58_T-1,8,R_G3,
