scenario_id,ego_id,rule_STL,
DEU_LocationAUpper-48_80_T-1,11,R_G3,
DEU_LocationALower-38_209_T-1,7,R_G3,
DEU_LocationAUpper-32_65_T-1,19,R_G3,
DEU_LocationALower-49_129_T-1,6,R_G3,
DEU_LocationALower-42_51_T-1,9,R_G3,
DEU_LocationALower-40_258_T-1,17,R_G3,
DEU_LocationALower-28_88_T-1,15,R_G3,
DEU_LocationALower-43_210_T-1,7,R_G3,
DEU_LocationALower-43_210_T-1,12,R_G3,
DEU_LocationALower-43_210_T-1,15,R_G3,
DEU_LocationALower-43_210_T-1,18,R_G3,
DEU_LocationALower-41_127_T-1,8,R_G3,
DEU_LocationALower-41_127_T-1,13,R_G3,
DEU_LocationALower-49_71_T-1,11,R_G3,
DEU_LocationALower-52_119_T-1,8,R_G3,
DEU_LocationALower-42_45_T-1,10,R_G3,
DEU_LocationALower-42_45_T-1,19,R_G3,
DEU_LocationALower-33_160_T-1,6,R_G3,
DEU_LocationALower-44_110_T-1,7,R_G3,
DEU_LocationALower-43_235_T-1,11,R_G3,
DEU_LocationALower-43_235_T-1,17,R_G3,
DEU_LocationALower-43_235_T-1,20,R_G3,
DEU_LocationALower-43_44_T-1,14,R_G3,
DEU_LocationALower-49_48_T-1,19,R_G3,
DEU_LocationALower-49_48_T-1,25,R_G3,
DEU_LocationALower-40_287_T-1,11,R_G3,
DEU_LocationALower-40_287_T-1,16,R_G3,
DEU_LocationAUpper-37_40_T-1,15,R_G3,
DEU_LocationALower-45_140_T-1,13,R_G3,
DEU_LocationALower-45_140_T-1,16,R_G3,
DEU_LocationALower-45_140_T-1,19,R_G3,
DEU_LocationALower-12_79_T-1,11,R_G3,
DEU_LocationALower-12_79_T-1,24,R_G3,
DEU_LocationAUpper-54_249_T-1,6,R_G3,
DEU_LocationALower-47_196_T-1,10,R_G3,
DEU_LocationAUpper-32_5_T-1,6,R_G3,
DEU_LocationALower-12_203_T-1,26,R_G3,
DEU_LocationALower-14_50_T-1,23,R_G3,
DEU_LocationALower-14_50_T-1,25,R_G3,
DEU_LocationALower-50_211_T-1,11,R_G3,
DEU_LocationALower-54_59_T-1,13,R_G3,
DEU_LocationAUpper-33_99_T-1,20,R_G3,
DEU_LocationALower-39_79_T-1,10,R_G3,
DEU_LocationALower-41_269_T-1,7,R_G3,
DEU_LocationALower-41_269_T-1,8,R_G3,
DEU_LocationALower-32_70_T-1,14,R_G1,R_G3
DEU_LocationALower-32_70_T-1,16,R_G3,
DEU_LocationAUpper-46_92_T-1,6,R_G3,
DEU_LocationALower-13_259_T-1,6,R_G3,
DEU_LocationCLower-5_233_T-1,7,R_G3,
DEU_LocationBLower-2_120_T-1,8,R_G3,
DEU_LocationBLower-2_120_T-1,10,R_G3,
DEU_LocationDLower-8_190_T-1,9,R_G3,
DEU_LocationALower-11_20_T-1,18,R_G3,
DEU_LocationALower-39_260_T-1,6,R_G3,
DEU_LocationALower-41_35_T-1,12,R_G3,
DEU_LocationALower-41_13_T-1,8,R_G3,
DEU_LocationALower-41_13_T-1,19,R_G3,
DEU_LocationALower-41_13_T-1,21,R_G3,
DEU_LocationAUpper-40_34_T-1,11,R_G3,
DEU_LocationCUpper-6_24_T-1,8,R_G3,
DEU_LocationAUpper-50_235_T-1,14,R_G3,
DEU_LocationALower-40_36_T-1,8,R_G3,
DEU_LocationALower-40_36_T-1,10,R_G3,
DEU_LocationALower-40_36_T-1,11,R_G3,
DEU_LocationALower-40_36_T-1,13,R_G3,
DEU_LocationALower-40_36_T-1,14,R_G3,
DEU_LocationALower-14_19_T-1,7,R_G3,
DEU_LocationALower-53_3_T-1,16,R_G3,
DEU_LocationFLower-60_218_T-1,5,R_G3,
DEU_LocationELower-15_53_T-1,6,R_G3,
DEU_LocationALower-47_52_T-1,8,R_G3,
DEU_LocationAUpper-50_114_T-1,11,R_G3,
DEU_LocationALower-46_116_T-1,9,R_G3,
DEU_LocationALower-39_57_T-1,8,R_G3,
DEU_LocationALower-54_99_T-1,10,R_G3,
DEU_LocationALower-13_32_T-1,18,R_G3,
DEU_LocationAUpper-43_46_T-1,13,R_G3,
DEU_LocationALower-31_79_T-1,12,R_G3,
DEU_LocationALower-45_79_T-1,8,R_G3,
DEU_LocationALower-31_156_T-1,16,R_G3,
DEU_LocationALower-50_126_T-1,19,R_G3,
DEU_LocationALower-33_151_T-1,8,R_G3,
DEU_LocationALower-33_151_T-1,9,R_G3,
DEU_LocationALower-37_8_T-1,6,R_G3,
DEU_LocationALower-37_8_T-1,7,R_G3,
DEU_LocationALower-42_106_T-1,10,R_G3,
DEU_LocationALower-42_106_T-1,11,R_G3,
DEU_LocationALower-14_160_T-1,21,R_G3,
DEU_LocationAUpper-35_9_T-1,14,R_G3,
DEU_LocationALower-53_80_T-1,8,R_G3,
DEU_LocationALower-53_80_T-1,14,R_G3,
DEU_LocationALower-53_80_T-1,15,R_G3,
DEU_LocationALower-53_80_T-1,19,R_G3,
DEU_LocationALower-37_251_T-1,9,R_G3,
DEU_LocationALower-12_99_T-1,9,R_G3,
DEU_LocationALower-50_158_T-1,15,R_G3,
DEU_LocationALower-53_140_T-1,18,R_G3,
DEU_LocationAUpper-48_273_T-1,10,R_G3,
DEU_LocationALower-40_224_T-1,13,R_G3,
DEU_LocationALower-52_246_T-1,14,R_G3,
DEU_LocationALower-44_180_T-1,6,R_G3,
DEU_LocationALower-44_180_T-1,9,R_G3,
DEU_LocationALower-44_180_T-1,11,R_G3,
DEU_LocationALower-44_180_T-1,19,R_G3,
DEU_LocationALower-44_234_T-1,11,R_G3,
DEU_LocationALower-14_199_T-1,13,R_G3,
DEU_LocationALower-35_155_T-1,16,R_G3,
DEU_LocationALower-42_159_T-1,6,R_G3,
DEU_LocationALower-42_159_T-1,11,R_G3,
DEU_LocationALower-34_191_T-1,8,R_G3,
DEU_LocationAUpper-14_267_T-1,11,R_G3,
DEU_LocationAUpper-14_267_T-1,15,R_G3,
DEU_LocationAUpper-14_267_T-1,18,R_G3,
DEU_LocationALower-30_218_T-1,16,R_G1,R_G3
DEU_LocationALower-39_256_T-1,6,R_G3,
DEU_LocationALower-39_256_T-1,10,R_G3,
DEU_LocationALower-39_256_T-1,13,R_G3,
DEU_LocationALower-50_275_T-1,28,R_G3,
DEU_LocationALower-42_102_T-1,16,R_G3,
DEU_LocationALower-29_72_T-1,12,R_G3,
DEU_LocationALower-29_72_T-1,17,R_G3,
DEU_LocationALower-29_72_T-1,19,R_G3,
DEU_LocationALower-40_13_T-1,9,R_G3,
DEU_LocationALower-40_13_T-1,12,R_G3,
DEU_LocationALower-40_13_T-1,13,R_G3,
DEU_LocationALower-45_273_T-1,11,R_G3,
DEU_LocationALower-45_273_T-1,12,R_G3,
DEU_LocationALower-14_62_T-1,10,R_G3,
DEU_LocationALower-41_25_T-1,10,R_G3,
DEU_LocationALower-41_25_T-1,11,R_G3,
DEU_LocationALower-41_236_T-1,9,R_G3,
DEU_LocationALower-41_236_T-1,11,R_G3,
DEU_LocationALower-41_236_T-1,17,R_G3,
DEU_LocationALower-28_45_T-1,6,R_G3,
DEU_LocationDLower-8_192_T-1,9,R_G3,
DEU_LocationALower-42_65_T-1,17,R_G3,
DEU_LocationAUpper-46_59_T-1,13,R_G3,
DEU_LocationALower-33_137_T-1,22,R_G3,
DEU_LocationCLower-5_176_T-1,10,R_G3,
DEU_LocationALower-44_39_T-1,14,R_G3,
DEU_LocationALower-44_39_T-1,16,R_G3,
DEU_LocationAUpper-51_207_T-1,9,R_G3,
DEU_LocationALower-54_48_T-1,12,R_G3,
DEU_LocationALower-54_48_T-1,14,R_G3,
DEU_LocationFLower-60_157_T-1,6,R_G3,
DEU_LocationFLower-60_157_T-1,9,R_G3,
DEU_LocationALower-43_12_T-1,22,R_G3,
DEU_LocationALower-29_24_T-1,8,R_G3,
DEU_LocationALower-29_24_T-1,14,R_G3,
DEU_LocationAUpper-50_94_T-1,8,R_G1,R_G3
DEU_LocationCUpper-6_255_T-1,10,R_G3,
DEU_LocationALower-54_8_T-1,8,R_G3,
DEU_LocationALower-54_8_T-1,15,R_G3,
DEU_LocationALower-50_12_T-1,10,R_G3,
DEU_LocationALower-44_253_T-1,11,R_G3,
DEU_LocationALower-44_253_T-1,17,R_G3,
DEU_LocationALower-44_253_T-1,18,R_G3,
DEU_LocationALower-44_253_T-1,21,R_G3,
DEU_LocationALower-53_74_T-1,11,R_G3,
DEU_LocationALower-38_50_T-1,21,R_G3,
DEU_LocationALower-39_38_T-1,7,R_G3,
DEU_LocationALower-39_38_T-1,16,R_G3,
DEU_LocationALower-42_63_T-1,12,R_G3,
DEU_LocationALower-42_63_T-1,14,R_G3,
DEU_LocationALower-42_63_T-1,15,R_G3,
DEU_LocationALower-42_63_T-1,17,R_G1,R_G3
DEU_LocationALower-53_29_T-1,11,R_G3,
DEU_LocationALower-53_29_T-1,13,R_G3,
DEU_LocationALower-36_289_T-1,7,R_G3,
DEU_LocationALower-36_289_T-1,9,R_G3,
DEU_LocationALower-36_289_T-1,16,R_G3,
DEU_LocationFLower-59_67_T-1,7,R_G3,
DEU_LocationALower-30_88_T-1,18,R_G3,
DEU_LocationALower-38_70_T-1,16,R_G3,
DEU_LocationALower-38_70_T-1,17,R_G3,
DEU_LocationALower-38_70_T-1,19,R_G3,
DEU_LocationALower-52_129_T-1,12,R_G3,
DEU_LocationALower-13_31_T-1,16,R_G3,
DEU_LocationALower-13_31_T-1,21,R_G3,
DEU_LocationALower-13_31_T-1,22,R_G3,
DEU_LocationALower-39_231_T-1,20,R_G3,
DEU_LocationALower-49_214_T-1,10,R_G3,
DEU_LocationALower-49_214_T-1,21,R_G3,
DEU_LocationAUpper-27_240_T-1,11,R_G3,
DEU_LocationALower-45_23_T-1,15,R_G3,
DEU_LocationALower-45_23_T-1,18,R_G3,
DEU_LocationALower-38_167_T-1,16,R_G3,
DEU_LocationALower-38_167_T-1,18,R_G3,
DEU_LocationALower-55_223_T-1,14,R_G3,
DEU_LocationALower-50_149_T-1,11,R_G3,
DEU_LocationALower-36_43_T-1,25,R_G3,
DEU_LocationCLower-4_158_T-1,8,R_G3,
DEU_LocationAUpper-50_197_T-1,14,R_G3,
DEU_LocationALower-11_67_T-1,9,R_G3,
DEU_LocationALower-11_67_T-1,21,R_G3,
DEU_LocationAUpper-47_232_T-1,13,R_G3,
DEU_LocationALower-35_225_T-1,8,R_G3,
DEU_LocationALower-42_211_T-1,5,R_G3,
DEU_LocationALower-42_211_T-1,13,R_G3,
DEU_LocationALower-42_211_T-1,15,R_G3,
DEU_LocationALower-42_211_T-1,17,R_G3,
DEU_LocationALower-48_27_T-1,11,R_G3,
DEU_LocationALower-31_61_T-1,5,R_G3,
DEU_LocationAUpper-32_111_T-1,13,R_G3,
DEU_LocationALower-27_247_T-1,13,R_G3,
DEU_LocationALower-27_247_T-1,15,R_G3,
DEU_LocationALower-27_247_T-1,16,R_G3,
DEU_LocationALower-47_183_T-1,9,R_G3,
DEU_LocationAUpper-51_146_T-1,7,R_G3,
DEU_LocationALower-37_203_T-1,11,R_G3,
DEU_LocationAUpper-33_252_T-1,9,R_G3,
DEU_LocationALower-12_5_T-1,17,R_G3,
DEU_LocationALower-49_181_T-1,11,R_G3,
DEU_LocationALower-49_181_T-1,12,R_G3,
DEU_LocationDLower-9_88_T-1,12,R_G3,
DEU_LocationALower-43_42_T-1,13,R_G3,
DEU_LocationALower-45_20_T-1,11,R_G3,
DEU_LocationELower-20_243_T-1,7,R_G3,
DEU_LocationELower-20_243_T-1,9,R_G3,
DEU_LocationALower-47_247_T-1,14,R_G3,
DEU_LocationALower-33_228_T-1,9,R_G3,
DEU_LocationALower-33_228_T-1,12,R_G3,
DEU_LocationALower-33_228_T-1,13,R_G3,
DEU_LocationALower-33_228_T-1,14,R_G1,R_G3
DEU_LocationALower-48_16_T-1,16,R_G3,
DEU_LocationALower-40_114_T-1,9,R_G3,
DEU_LocationALower-40_114_T-1,12,R_G3,
DEU_LocationALower-40_114_T-1,16,R_G3,
DEU_LocationALower-13_161_T-1,13,R_G3,
DEU_LocationALower-13_161_T-1,15,R_G3,
DEU_LocationALower-44_32_T-1,9,R_G3,
DEU_LocationALower-46_292_T-1,10,R_G3,
DEU_LocationALower-46_292_T-1,13,R_G3,
DEU_LocationAUpper-42_184_T-1,11,R_G3,
DEU_LocationALower-12_49_T-1,14,R_G3,
DEU_LocationALower-45_142_T-1,11,R_G3,
DEU_LocationALower-45_142_T-1,13,R_G3,
DEU_LocationALower-45_142_T-1,16,R_G3,
DEU_LocationDUpper-9_169_T-1,10,R_G3,
DEU_LocationALower-40_205_T-1,8,R_G3,
DEU_LocationAUpper-38_81_T-1,13,R_G1,R_G3
DEU_LocationALower-39_11_T-1,12,R_G3,
DEU_LocationALower-28_27_T-1,13,R_G3,
DEU_LocationALower-28_27_T-1,16,R_G3,
DEU_LocationALower-55_255_T-1,12,R_G3,
DEU_LocationAUpper-33_256_T-1,8,R_G3,
DEU_LocationAUpper-50_155_T-1,15,R_G3,
DEU_LocationALower-49_108_T-1,7,R_G3,
DEU_LocationALower-49_108_T-1,14,R_G3,
DEU_LocationAUpper-34_198_T-1,6,R_G3,
DEU_LocationALower-40_249_T-1,10,R_G3,
DEU_LocationCLower-5_237_T-1,13,R_G3,
DEU_LocationALower-33_38_T-1,10,R_G3,
DEU_LocationALower-41_121_T-1,14,R_G3,
DEU_LocationCLower-5_272_T-1,9,R_G3,
DEU_LocationCLower-5_272_T-1,10,R_G3,
DEU_LocationDLower-10_92_T-1,13,R_G3,
DEU_LocationALower-29_21_T-1,9,R_G3,
DEU_LocationALower-50_87_T-1,15,R_G3,
DEU_LocationALower-54_20_T-1,11,R_G3,
DEU_LocationALower-54_20_T-1,14,R_G1,R_G3
DEU_LocationALower-54_20_T-1,18,R_G3,
DEU_LocationALower-54_20_T-1,22,R_G3,
DEU_LocationALower-33_17_T-1,10,R_G3,
DEU_LocationALower-47_20_T-1,9,R_G3,
DEU_LocationALower-47_20_T-1,10,R_G3,
DEU_LocationALower-54_84_T-1,11,R_G3,
DEU_LocationALower-29_40_T-1,9,R_G3,
DEU_LocationALower-11_47_T-1,10,R_G3,
DEU_LocationALower-11_47_T-1,16,R_G3,
DEU_LocationALower-53_106_T-1,25,R_G3,
DEU_LocationAUpper-34_199_T-1,12,R_G3,
DEU_LocationAUpper-34_199_T-1,15,R_G3,
DEU_LocationAUpper-42_87_T-1,11,R_G3,
DEU_LocationAUpper-42_87_T-1,13,R_G3,
DEU_LocationAUpper-48_221_T-1,15,R_G3,
DEU_LocationAUpper-48_221_T-1,19,R_G1,R_G3
DEU_LocationAUpper-48_221_T-1,22,R_G3,
DEU_LocationALower-42_93_T-1,13,R_G3,
DEU_LocationALower-43_99_T-1,11,R_G3,
DEU_LocationALower-43_99_T-1,13,R_G3,
DEU_LocationALower-43_99_T-1,14,R_G3,
DEU_LocationALower-40_62_T-1,12,R_G3,
DEU_LocationALower-31_164_T-1,7,R_G3,
DEU_LocationALower-31_164_T-1,14,R_G3,
DEU_LocationAUpper-37_171_T-1,7,R_G3,
DEU_LocationAUpper-37_171_T-1,11,R_G3,
DEU_LocationALower-55_9_T-1,10,R_G3,
DEU_LocationALower-55_9_T-1,11,R_G3,
DEU_LocationALower-55_9_T-1,13,R_G3,
DEU_LocationALower-55_9_T-1,14,R_G1,R_G3
DEU_LocationALower-55_9_T-1,15,R_G3,
DEU_LocationALower-55_9_T-1,16,R_G3,
DEU_LocationALower-55_9_T-1,18,R_G3,
DEU_LocationALower-55_9_T-1,19,R_G3,
DEU_LocationALower-55_9_T-1,26,R_G3,
DEU_LocationALower-43_167_T-1,8,R_G3,
DEU_LocationALower-43_167_T-1,14,R_G3,
DEU_LocationALower-29_89_T-1,6,R_G3,
DEU_LocationALower-14_150_T-1,10,R_G3,
DEU_LocationALower-14_150_T-1,16,R_G3,
DEU_LocationALower-14_150_T-1,17,R_G3,
DEU_LocationALower-31_267_T-1,7,R_G3,
DEU_LocationALower-43_242_T-1,15,R_G3,
DEU_LocationALower-43_242_T-1,16,R_G3,
DEU_LocationALower-43_242_T-1,17,R_G3,
DEU_LocationALower-29_143_T-1,8,R_G3,
DEU_LocationALower-50_205_T-1,5,R_G3,
DEU_LocationALower-50_151_T-1,11,R_G3,
DEU_LocationALower-41_254_T-1,13,R_G3,
DEU_LocationALower-41_254_T-1,14,R_G3,
DEU_LocationALower-41_254_T-1,16,R_G3,
DEU_LocationALower-25_225_T-1,11,R_G3,
DEU_LocationALower-11_121_T-1,15,R_G3,
DEU_LocationALower-11_121_T-1,20,R_G3,
DEU_LocationAUpper-56_25_T-1,11,R_G3,
DEU_LocationFLower-60_159_T-1,4,R_G3,
DEU_LocationALower-28_231_T-1,11,R_G3,
DEU_LocationALower-28_231_T-1,13,R_G3,
DEU_LocationALower-49_87_T-1,17,R_G3,
DEU_LocationALower-45_262_T-1,14,R_G3,
DEU_LocationALower-45_262_T-1,19,R_G3,
DEU_LocationALower-41_230_T-1,9,R_G3,
DEU_LocationALower-41_230_T-1,12,R_G3,
DEU_LocationALower-41_230_T-1,14,R_G3,
DEU_LocationALower-40_110_T-1,16,R_G3,
DEU_LocationALower-40_110_T-1,18,R_G3,
DEU_LocationALower-14_128_T-1,6,R_G3,
DEU_LocationALower-33_263_T-1,12,R_G3,
DEU_LocationALower-38_34_T-1,8,R_G3,
DEU_LocationALower-38_34_T-1,10,R_G3,
DEU_LocationALower-38_34_T-1,11,R_G3,
DEU_LocationALower-54_140_T-1,21,R_G3,
DEU_LocationALower-54_140_T-1,23,R_G3,
DEU_LocationFLower-60_110_T-1,5,R_G3,
DEU_LocationALower-42_104_T-1,16,R_G3,
DEU_LocationALower-41_271_T-1,5,R_G3,
DEU_LocationALower-32_179_T-1,9,R_G3,
DEU_LocationALower-31_55_T-1,7,R_G3,
DEU_LocationALower-31_55_T-1,11,R_G3,
DEU_LocationALower-57_172_T-1,11,R_G3,
DEU_LocationALower-27_92_T-1,15,R_G3,
DEU_LocationALower-45_222_T-1,15,R_G3,
DEU_LocationALower-45_222_T-1,16,R_G3,
DEU_LocationALower-47_237_T-1,16,R_G3,
DEU_LocationAUpper-53_132_T-1,24,R_G3,
DEU_LocationALower-34_37_T-1,9,R_G1,R_G3
DEU_LocationAUpper-53_154_T-1,20,R_G3,
DEU_LocationFLower-60_155_T-1,6,R_G3,
DEU_LocationALower-42_220_T-1,9,R_G3,
DEU_LocationALower-42_220_T-1,13,R_G3,
DEU_LocationALower-42_220_T-1,17,R_G3,
DEU_LocationALower-42_173_T-1,14,R_G3,
DEU_LocationAUpper-46_242_T-1,10,R_G3,
DEU_LocationALower-54_37_T-1,10,R_G3,
DEU_LocationALower-54_37_T-1,13,R_G3,
DEU_LocationELower-23_98_T-1,7,R_G3,
DEU_LocationALower-33_60_T-1,8,R_G3,
DEU_LocationFLower-60_193_T-1,6,R_G3,
DEU_LocationALower-52_200_T-1,12,R_G3,
DEU_LocationALower-29_241_T-1,16,R_G3,
DEU_LocationALower-31_200_T-1,12,R_G3,
DEU_LocationFLower-60_14_T-1,15,R_G3,
DEU_LocationALower-57_3_T-1,13,R_G3,
DEU_LocationALower-27_283_T-1,8,R_G3,
DEU_LocationALower-27_283_T-1,10,R_G3,
DEU_LocationALower-45_55_T-1,15,R_G3,
DEU_LocationALower-45_55_T-1,16,R_G3,
DEU_LocationALower-45_55_T-1,19,R_G3,
DEU_LocationAUpper-13_13_T-1,13,R_G3,
DEU_LocationALower-37_147_T-1,10,R_G3,
DEU_LocationALower-12_218_T-1,10,R_G3,
DEU_LocationALower-26_167_T-1,29,R_G3,
DEU_LocationALower-44_223_T-1,16,R_G3,
DEU_LocationALower-39_105_T-1,5,R_G3,
DEU_LocationALower-39_105_T-1,6,R_G3,
DEU_LocationALower-39_105_T-1,10,R_G3,
DEU_LocationALower-14_223_T-1,14,R_G3,
DEU_LocationALower-45_220_T-1,5,R_G3,
DEU_LocationALower-45_220_T-1,15,R_G3,
DEU_LocationALower-31_226_T-1,24,R_G3,
DEU_LocationALower-44_22_T-1,10,R_G3,
DEU_LocationALower-44_22_T-1,12,R_G3,
DEU_LocationALower-54_87_T-1,11,R_G3,
DEU_LocationALower-54_87_T-1,13,R_G3,
DEU_LocationALower-54_87_T-1,15,R_G3,
DEU_LocationALower-57_33_T-1,13,R_G3,
DEU_LocationALower-14_99_T-1,8,R_G3,
DEU_LocationALower-42_5_T-1,11,R_G3,
DEU_LocationALower-42_5_T-1,13,R_G3,
DEU_LocationALower-25_154_T-1,20,R_G3,
DEU_LocationALower-52_167_T-1,7,R_G3,
DEU_LocationAUpper-55_1_T-1,5,R_G3,
DEU_LocationFLower-58_55_T-1,18,R_G3,
DEU_LocationALower-45_152_T-1,9,R_G3,
DEU_LocationAUpper-54_191_T-1,14,R_G3,
DEU_LocationAUpper-54_191_T-1,19,R_G3,
DEU_LocationALower-41_99_T-1,15,R_G3,
DEU_LocationALower-28_155_T-1,11,R_G3,
DEU_LocationALower-49_99_T-1,13,R_G3,
DEU_LocationALower-45_158_T-1,7,R_G3,
DEU_LocationALower-45_158_T-1,8,R_G3,
DEU_LocationALower-37_3_T-1,14,R_G3,
DEU_LocationALower-42_231_T-1,17,R_G3,
DEU_LocationALower-47_185_T-1,10,R_G3,
DEU_LocationALower-47_185_T-1,16,R_G3,
DEU_LocationALower-42_246_T-1,11,R_G3,
DEU_LocationALower-14_72_T-1,6,R_G3,
DEU_LocationALower-14_72_T-1,14,R_G3,
DEU_LocationALower-14_72_T-1,17,R_G3,
DEU_LocationDLower-10_32_T-1,11,R_G3,
DEU_LocationALower-13_98_T-1,7,R_G3,
DEU_LocationALower-31_174_T-1,5,R_G3,
DEU_LocationALower-31_174_T-1,9,R_G3,
DEU_LocationALower-49_34_T-1,14,R_G3,
DEU_LocationFLower-60_146_T-1,10,R_G3,
DEU_LocationALower-48_229_T-1,16,R_G3,
DEU_LocationALower-48_229_T-1,22,R_G3,
DEU_LocationDLower-8_14_T-1,8,R_G3,
DEU_LocationALower-36_237_T-1,5,R_G3,
DEU_LocationALower-36_237_T-1,8,R_G3,
DEU_LocationALower-45_248_T-1,12,R_G3,
DEU_LocationALower-45_248_T-1,14,R_G1,R_G3
DEU_LocationALower-56_51_T-1,9,R_G3,
DEU_LocationALower-44_167_T-1,19,R_G3,
DEU_LocationALower-34_185_T-1,6,R_G3,
DEU_LocationALower-39_129_T-1,18,R_G1,R_G3
DEU_LocationALower-29_15_T-1,12,R_G3,
DEU_LocationALower-43_105_T-1,12,R_G3,
DEU_LocationAUpper-38_72_T-1,11,R_G3,
DEU_LocationALower-35_241_T-1,10,R_G3,
DEU_LocationALower-41_108_T-1,12,R_G3,
DEU_LocationALower-41_108_T-1,14,R_G1,R_G3
DEU_LocationALower-41_108_T-1,17,R_G3,
DEU_LocationALower-12_72_T-1,10,R_G3,
DEU_LocationDLower-8_264_T-1,6,R_G3,
DEU_LocationAUpper-51_78_T-1,11,R_G3,
DEU_LocationAUpper-51_78_T-1,14,R_G3,
DEU_LocationALower-35_42_T-1,9,R_G3,
DEU_LocationALower-35_42_T-1,10,R_G3,
DEU_LocationALower-40_89_T-1,6,R_G3,
DEU_LocationALower-40_89_T-1,12,R_G3,
DEU_LocationALower-42_230_T-1,17,R_G3,
DEU_LocationALower-57_87_T-1,10,R_G3,
DEU_LocationCLower-4_183_T-1,16,R_G3,
DEU_LocationALower-56_120_T-1,12,R_G3,
DEU_LocationALower-57_47_T-1,10,R_G3,
DEU_LocationALower-57_47_T-1,12,R_G3,
DEU_LocationALower-38_184_T-1,10,R_G3,
DEU_LocationALower-13_153_T-1,9,R_G3,
DEU_LocationALower-54_172_T-1,10,R_G3,
DEU_LocationALower-54_172_T-1,12,R_G3,
DEU_LocationALower-54_172_T-1,13,R_G3,
DEU_LocationALower-54_172_T-1,15,R_G3,
DEU_LocationALower-57_7_T-1,7,R_G3,
DEU_LocationALower-57_7_T-1,8,R_G3,
DEU_LocationALower-14_111_T-1,7,R_G3,
DEU_LocationALower-12_20_T-1,15,R_G3,
DEU_LocationALower-40_194_T-1,12,R_G3,
DEU_LocationALower-40_194_T-1,16,R_G3,
DEU_LocationALower-40_194_T-1,18,R_G3,
DEU_LocationALower-51_78_T-1,7,R_G3,
DEU_LocationALower-51_78_T-1,10,R_G3,
DEU_LocationALower-14_133_T-1,14,R_G3,
DEU_LocationALower-47_9_T-1,14,R_G3,
DEU_LocationALower-39_288_T-1,8,R_G3,
DEU_LocationALower-39_288_T-1,11,R_G3,
DEU_LocationALower-39_288_T-1,12,R_G3,
DEU_LocationALower-36_65_T-1,8,R_G3,
DEU_LocationALower-36_65_T-1,9,R_G3,
DEU_LocationALower-36_65_T-1,10,R_G3,
DEU_LocationALower-36_65_T-1,11,R_G3,
DEU_LocationALower-41_145_T-1,10,R_G3,
DEU_LocationAUpper-43_48_T-1,10,R_G3,
DEU_LocationALower-39_244_T-1,17,R_G3,
DEU_LocationALower-12_214_T-1,14,R_G3,
DEU_LocationALower-49_163_T-1,7,R_G3,
DEU_LocationALower-49_163_T-1,9,R_G3,
DEU_LocationALower-49_163_T-1,10,R_G3,
DEU_LocationAUpper-34_207_T-1,14,R_G3,
DEU_LocationALower-12_56_T-1,7,R_G3,
DEU_LocationALower-39_211_T-1,8,R_G3,
DEU_LocationALower-39_211_T-1,10,R_G3,
DEU_LocationFLower-58_5_T-1,5,R_G3,
DEU_LocationFLower-58_5_T-1,6,R_G3,
DEU_LocationALower-31_9_T-1,10,R_G3,
DEU_LocationAUpper-56_207_T-1,8,R_G3,
DEU_LocationALower-41_96_T-1,15,R_G3,
DEU_LocationALower-42_133_T-1,9,R_G3,
DEU_LocationALower-42_133_T-1,11,R_G3,
DEU_LocationALower-45_177_T-1,17,R_G3,
DEU_LocationALower-45_177_T-1,19,R_G3,
DEU_LocationALower-50_68_T-1,12,R_G3,
DEU_LocationALower-41_23_T-1,12,R_G3,
DEU_LocationALower-41_23_T-1,20,R_G3,
DEU_LocationALower-45_193_T-1,10,R_G3,
DEU_LocationALower-45_193_T-1,13,R_G3,
DEU_LocationALower-48_275_T-1,20,R_G3,
DEU_LocationALower-27_29_T-1,10,R_G3,
DEU_LocationALower-47_8_T-1,13,R_G3,
DEU_LocationALower-47_8_T-1,15,R_G3,
DEU_LocationFLower-58_58_T-1,11,R_G1,R_G3
DEU_LocationALower-56_160_T-1,10,R_G3,
DEU_LocationALower-56_160_T-1,11,R_G1,R_G3
DEU_LocationALower-56_132_T-1,23,R_G3,
DEU_LocationALower-40_33_T-1,14,R_G3,
DEU_LocationALower-40_33_T-1,15,R_G3,
DEU_LocationALower-46_259_T-1,17,R_G3,
DEU_LocationAUpper-56_43_T-1,5,R_G3,
DEU_LocationAUpper-57_154_T-1,9,R_G3,
DEU_LocationALower-37_75_T-1,6,R_G3,
DEU_LocationALower-37_75_T-1,10,R_G3,
DEU_LocationALower-42_27_T-1,10,R_G3,
DEU_LocationALower-56_24_T-1,6,R_G3,
DEU_LocationALower-56_24_T-1,11,R_G3,
DEU_LocationALower-56_24_T-1,18,R_G3,
DEU_LocationALower-30_159_T-1,16,R_G3,
DEU_LocationELower-16_16_T-1,13,R_G3,
DEU_LocationALower-14_234_T-1,16,R_G3,
DEU_LocationALower-14_234_T-1,19,R_G3,
DEU_LocationAUpper-31_179_T-1,15,R_G3,
DEU_LocationALower-12_177_T-1,11,R_G3,
DEU_LocationALower-13_243_T-1,9,R_G3,
DEU_LocationCLower-5_9_T-1,6,R_G3,
DEU_LocationAUpper-13_105_T-1,7,R_G3,
DEU_LocationFLower-60_105_T-1,5,R_G3,
DEU_LocationALower-30_208_T-1,10,R_G3,
DEU_LocationALower-30_208_T-1,12,R_G3,
