scenario_id,scenario_path,ego_id,rule_STL,first_violation_index,min_value,num_steps
DEU_LocationAUpper-36_37_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_37_T-1.xml,11,R_G2,15,-1,21
DEU_LocationAUpper-36_37_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_37_T-1.xml,13,R_G2,3,-1,21
DEU_LocationAUpper-36_38_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_38_T-1.xml,5,R_G2,0,-1,6
DEU_LocationAUpper-36_38_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_38_T-1.xml,6,R_G2,11,-1,21
DEU_LocationAUpper-36_38_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_38_T-1.xml,8,R_G2,0,-1,16
DEU_LocationAUpper-36_38_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_38_T-1.xml,13,R_G2,7,-1,21
DEU_LocationAUpper-36_39_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_39_T-1.xml,5,R_G2,0,-1,7
DEU_LocationAUpper-36_39_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_39_T-1.xml,6,R_G2,7,-1,21
DEU_LocationAUpper-36_39_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_39_T-1.xml,9,R_G2,0,-1,7
DEU_LocationAUpper-36_41_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_41_T-1.xml,11,R_G2,9,-1,21
DEU_LocationAUpper-36_42_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_42_T-1.xml,11,R_G2,17,-1,21
DEU_LocationAUpper-36_42_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_42_T-1.xml,16,R_G2,17,-1,21
DEU_LocationAUpper-36_43_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_43_T-1.xml,6,R_G2,0,-1,4
DEU_LocationAUpper-36_43_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_43_T-1.xml,11,R_G2,0,-1,21
DEU_LocationAUpper-36_44_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_44_T-1.xml,14,R_G2,16,-1,21
DEU_LocationAUpper-36_45_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_45_T-1.xml,9,R_G2,0,-1,21
DEU_LocationAUpper-36_45_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_45_T-1.xml,11,R_G2,3,-1,15
DEU_LocationAUpper-36_45_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_45_T-1.xml,13,R_G2,15,-1,21
DEU_LocationAUpper-36_46_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_46_T-1.xml,8,R_G2,0,-1,5
DEU_LocationAUpper-36_46_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_46_T-1.xml,11,R_G2,7,-1,18
DEU_LocationAUpper-36_48_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_48_T-1.xml,11,R_G2,16,-1,21
DEU_LocationAUpper-36_48_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_48_T-1.xml,12,R_G2,11,-1,21
DEU_LocationAUpper-36_49_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_49_T-1.xml,8,R_G2,0,-1,9
DEU_LocationAUpper-36_49_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_49_T-1.xml,9,R_G2,0,-1,21
DEU_LocationAUpper-36_49_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_49_T-1.xml,15,R_G2,10,-1,21
DEU_LocationAUpper-36_8_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_8_T-1.xml,14,R_G2,2,-1,21
DEU_LocationAUpper-39_173_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-39_173_T-1.xml,14,R_G2,10,-1,20
DEU_LocationAUpper-39_183_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-39_183_T-1.xml,22,R_G2,0,-1,21
DEU_LocationAUpper-40_141_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-40_141_T-1.xml,10,R_G2,4,-1,21
DEU_LocationAUpper-40_239_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-40_239_T-1.xml,19,R_G2,11,-1,21
DEU_LocationAUpper-40_33_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-40_33_T-1.xml,17,R_G2,7,-1,21
DEU_LocationAUpper-43_223_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-43_223_T-1.xml,10,R_G2,11,-1,13
DEU_LocationAUpper-45_54_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-45_54_T-1.xml,12,R_G2,2,-1,21
DEU_LocationALower-11_119_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-11_119_T-1.xml,10,R_G2,1,-1,21
DEU_LocationALower-12_123_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-12_123_T-1.xml,16,R_G2,8,-1,21
DEU_LocationALower-12_123_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-12_123_T-1.xml,19,R_G2,11,-1,21
DEU_LocationALower-12_124_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-12_124_T-1.xml,19,R_G2,17,-1,21
DEU_LocationALower-12_37_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-12_37_T-1.xml,28,R_G2,3,-1,21
DEU_LocationALower-25_149_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-25_149_T-1.xml,9,R_G2,10,-1,14
DEU_LocationALower-25_167_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-25_167_T-1.xml,23,R_G2,7,-1,21
DEU_LocationALower-25_257_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-25_257_T-1.xml,25,R_G2,11,-1,21
DEU_LocationALower-26_141_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-26_141_T-1.xml,16,R_G2,8,-1,21
DEU_LocationALower-26_236_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-26_236_T-1.xml,11,R_G2,16,-1,21
DEU_LocationALower-26_238_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-26_238_T-1.xml,20,R_G2,9,-1,21
DEU_LocationALower-26_241_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-26_241_T-1.xml,24,R_G2,5,-1,21
DEU_LocationALower-26_59_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-26_59_T-1.xml,13,R_G2,1,-1,21
DEU_LocationALower-27_113_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-27_113_T-1.xml,22,R_G2,11,-1,21
DEU_LocationALower-27_115_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-27_115_T-1.xml,23,R_G2,16,-1,21
DEU_LocationALower-27_116_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-27_116_T-1.xml,21,R_G2,8,-1,21
DEU_LocationALower-27_119_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-27_119_T-1.xml,11,R_G2,1,-1,21
DEU_LocationALower-27_119_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-27_119_T-1.xml,18,R_G2,16,-1,21
DEU_LocationALower-27_131_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-27_131_T-1.xml,5,R_G2,3,-1,5
DEU_LocationALower-27_226_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-27_226_T-1.xml,24,R_G2,5,-1,21
DEU_LocationALower-27_244_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-27_244_T-1.xml,13,R_G2,3,-1,21
DEU_LocationALower-27_270_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-27_270_T-1.xml,20,R_G2,5,-1,21
DEU_LocationALower-27_293_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-27_293_T-1.xml,29,R_G2,9,-1,21
DEU_LocationALower-27_294_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-27_294_T-1.xml,28,R_G2,6,-1,21
DEU_LocationALower-27_294_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-27_294_T-1.xml,29,R_G2,2,-1,21
DEU_LocationALower-27_29_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-27_29_T-1.xml,5,R_G2,1,-1,6
DEU_LocationALower-28_211_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-28_211_T-1.xml,6,R_G2,6,-1,9
DEU_LocationALower-28_31_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-28_31_T-1.xml,9,R_G2,17,-1,21
DEU_LocationALower-28_46_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-28_46_T-1.xml,5,R_G2,9,-1,13
DEU_LocationALower-29_229_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-29_229_T-1.xml,22,R_G2,1,-1,21
DEU_LocationALower-31_64_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-31_64_T-1.xml,12,R_G2,8,-1,17
DEU_LocationALower-31_81_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-31_81_T-1.xml,19,R_G2,7,-1,21
DEU_LocationALower-31_94_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-31_94_T-1.xml,24,R_G2,13,-1,21
DEU_LocationALower-31_95_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-31_95_T-1.xml,21,R_G2,12,-1,21
DEU_LocationALower-32_104_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-32_104_T-1.xml,17,R_G2,2,-1,21
DEU_LocationALower-33_129_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-33_129_T-1.xml,14,R_G2,11,-1,21
DEU_LocationALower-33_190_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-33_190_T-1.xml,22,R_G2,17,-1,21
DEU_LocationALower-33_36_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-33_36_T-1.xml,6,R_G2,7,-1,10
DEU_LocationALower-33_49_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-33_49_T-1.xml,12,R_G2,15,-1,20
DEU_LocationALower-34_124_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_124_T-1.xml,8,R_G2,10,-1,21
DEU_LocationALower-34_159_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_159_T-1.xml,6,R_G2,5,-1,7
DEU_LocationALower-34_197_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_197_T-1.xml,10,R_G2,4,-1,8
DEU_LocationALower-34_206_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_206_T-1.xml,20,R_G2,10,-1,21
DEU_LocationALower-34_2_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_2_T-1.xml,8,R_G2,3,-1,21
DEU_LocationALower-34_51_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_51_T-1.xml,7,R_G2,10,-1,20
DEU_LocationALower-34_52_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_52_T-1.xml,8,R_G2,1,-1,21
DEU_LocationALower-34_52_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_52_T-1.xml,10,R_G2,9,-1,21
DEU_LocationALower-34_53_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_53_T-1.xml,7,R_G2,10,-1,14
DEU_LocationALower-34_53_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_53_T-1.xml,8,R_G2,14,-1,17
DEU_LocationALower-34_53_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_53_T-1.xml,11,R_G2,17,-1,21
DEU_LocationALower-34_54_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_54_T-1.xml,9,R_G2,3,-1,7
DEU_LocationALower-34_54_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_54_T-1.xml,11,R_G2,7,-1,18
DEU_LocationALower-34_62_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_62_T-1.xml,8,R_G2,6,-1,21
DEU_LocationALower-34_74_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_74_T-1.xml,11,R_G2,6,-1,11
DEU_LocationALower-34_80_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_80_T-1.xml,10,R_G2,2,-1,21
DEU_LocationALower-34_93_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-34_93_T-1.xml,21,R_G2,3,-1,21
DEU_LocationALower-35_140_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-35_140_T-1.xml,10,R_G2,5,-1,21
DEU_LocationALower-35_189_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-35_189_T-1.xml,14,R_G2,2,-1,21
DEU_LocationALower-35_190_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-35_190_T-1.xml,12,R_G2,14,-1,20
DEU_LocationALower-37_213_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-37_213_T-1.xml,12,R_G2,2,-1,21
DEU_LocationALower-37_86_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-37_86_T-1.xml,7,R_G2,6,-1,21
DEU_LocationALower-38_46_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-38_46_T-1.xml,15,R_G2,9,-1,21
DEU_LocationALower-38_47_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-38_47_T-1.xml,9,R_G2,4,-1,9
DEU_LocationALower-38_47_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-38_47_T-1.xml,11,R_G2,9,-1,14
DEU_LocationALower-39_11_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-39_11_T-1.xml,9,R_G2,14,-1,21
DEU_LocationALower-40_140_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-40_140_T-1.xml,11,R_G2,4,-1,21
DEU_LocationALower-42_14_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-42_14_T-1.xml,9,R_G2,4,-1,21
DEU_LocationALower-44_216_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-44_216_T-1.xml,14,R_G2,12,-1,21
DEU_LocationALower-44_87_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-44_87_T-1.xml,17,R_G2,11,-1,21
