scenario_id,ego_id,rule
DEU_LocationEUpper-22_26_T-1,9,R_G1
DEU_LocationEUpper-22_26_T-1,12,R_G1
DEU_LocationEUpper-22_26_T-1,20,R_G1
DEU_LocationAUpper-33_41_T-1,17,R_G1
DEU_LocationAUpper-33_41_T-1,19,R_G1
DEU_LocationAUpper-33_41_T-1,21,R_G1
DEU_LocationAUpper-49_44_T-1,10,R_G1
DEU_LocationAUpper-49_44_T-1,19,R_G1
DEU_LocationBUpper-3_23_T-1,7,R_G1
DEU_LocationBUpper-3_23_T-1,15,R_G1
DEU_LocationAUpper-32_10_T-1,12,R_G1
DEU_LocationAUpper-32_10_T-1,24,R_G1
DEU_LocationALower-50_39_T-1,18,R_G1
DEU_LocationCLower-4_37_T-1,12,R_G1
DEU_LocationALower-56_31_T-1,14,R_G1
DEU_LocationAUpper-36_6_T-1,8,R_G1
DEU_LocationAUpper-36_6_T-1,10,R_G1
DEU_LocationALower-26_53_T-1,27,R_G1
DEU_LocationAUpper-48_24_T-1,17,R_G1
DEU_LocationEUpper-19_45_T-1,6,R_G1
DEU_LocationEUpper-19_45_T-1,8,R_G1
DEU_LocationEUpper-19_45_T-1,9,R_G1
DEU_LocationAUpper-36_31_T-1,11,R_G1
DEU_LocationALower-55_17_T-1,17,R_G1
DEU_LocationALower-55_17_T-1,18,R_G1
DEU_LocationALower-57_12_T-1,8,R_G1
DEU_LocationALower-46_51_T-1,13,R_G1
DEU_LocationAUpper-27_30_T-1,7,R_G1
DEU_LocationAUpper-27_30_T-1,13,R_G1
DEU_LocationAUpper-27_30_T-1,16,R_G1
DEU_LocationAUpper-44_40_T-1,15,R_G1
DEU_LocationAUpper-55_6_T-1,31,R_G1
DEU_LocationAUpper-13_5_T-1,6,R_G1
DEU_LocationAUpper-13_5_T-1,25,R_G1
DEU_LocationAUpper-38_44_T-1,20,R_G1
DEU_LocationAUpper-41_10_T-1,12,R_G1
DEU_LocationAUpper-41_10_T-1,14,R_G1
DEU_LocationAUpper-41_10_T-1,19,R_G1
DEU_LocationALower-30_31_T-1,13,R_G1
DEU_LocationEUpper-20_18_T-1,11,R_G1
DEU_LocationAUpper-11_31_T-1,6,R_G1
DEU_LocationAUpper-11_31_T-1,18,R_G1
DEU_LocationEUpper-24_18_T-1,9,R_G1
DEU_LocationALower-39_23_T-1,8,R_G1
DEU_LocationALower-39_23_T-1,12,R_G1
DEU_LocationALower-39_23_T-1,15,R_G1
DEU_LocationAUpper-53_17_T-1,19,R_G1
DEU_LocationAUpper-52_18_T-1,18,R_G1
DEU_LocationAUpper-28_31_T-1,14,R_G1
DEU_LocationAUpper-28_31_T-1,16,R_G1
DEU_LocationAUpper-28_31_T-1,19,R_G1
DEU_LocationAUpper-28_31_T-1,21,R_G1
DEU_LocationAUpper-13_45_T-1,18,R_G1
DEU_LocationAUpper-13_45_T-1,22,R_G1
DEU_LocationALower-35_28_T-1,12,R_G1
DEU_LocationAUpper-42_10_T-1,10,R_G1
DEU_LocationAUpper-32_37_T-1,10,R_G1
DEU_LocationAUpper-32_37_T-1,12,R_G1
DEU_LocationAUpper-32_37_T-1,14,R_G1
DEU_LocationAUpper-55_53_T-1,14,R_G1
DEU_LocationAUpper-55_53_T-1,15,R_G1
DEU_LocationAUpper-26_51_T-1,11,R_G1
DEU_LocationAUpper-49_38_T-1,18,R_G1
DEU_LocationDLower-10_30_T-1,8,R_G1
DEU_LocationAUpper-13_33_T-1,7,R_G1
DEU_LocationAUpper-13_33_T-1,10,R_G1
DEU_LocationAUpper-13_33_T-1,15,R_G1
DEU_LocationAUpper-50_22_T-1,15,R_G1
DEU_LocationAUpper-56_45_T-1,13,R_G1
DEU_LocationEUpper-16_10_T-1,6,R_G1
DEU_LocationELower-24_30_T-1,7,R_G1
DEU_LocationAUpper-36_16_T-1,17,R_G1
DEU_LocationAUpper-52_9_T-1,15,R_G1
DEU_LocationAUpper-52_9_T-1,18,R_G1
DEU_LocationALower-53_46_T-1,19,R_G1
DEU_LocationEUpper-16_13_T-1,11,R_G1
DEU_LocationALower-37_42_T-1,8,R_G1
DEU_LocationALower-37_42_T-1,18,R_G1
DEU_LocationAUpper-53_16_T-1,8,R_G1
DEU_LocationALower-46_18_T-1,16,R_G1
DEU_LocationALower-46_18_T-1,18,R_G1
DEU_LocationAUpper-31_17_T-1,16,R_G1
DEU_LocationAUpper-36_52_T-1,13,R_G1
DEU_LocationAUpper-36_52_T-1,17,R_G1
DEU_LocationAUpper-31_31_T-1,11,R_G1
DEU_LocationALower-43_10_T-1,12,R_G1
DEU_LocationALower-43_10_T-1,13,R_G1
DEU_LocationALower-43_10_T-1,17,R_G1
DEU_LocationDUpper-8_55_T-1,13,R_G1
DEU_LocationDUpper-8_55_T-1,17,R_G1
DEU_LocationALower-43_48_T-1,14,R_G1
DEU_LocationALower-43_48_T-1,20,R_G1
DEU_LocationFLower-60_25_T-1,10,R_G1
DEU_LocationELower-19_36_T-1,11,R_G1
DEU_LocationELower-19_36_T-1,12,R_G1
DEU_LocationELower-19_36_T-1,13,R_G1
DEU_LocationALower-48_5_T-1,18,R_G1
DEU_LocationALower-33_54_T-1,16,R_G1
DEU_LocationALower-33_54_T-1,17,R_G1
DEU_LocationALower-33_54_T-1,18,R_G1
DEU_LocationELower-24_19_T-1,7,R_G1
DEU_LocationELower-24_19_T-1,14,R_G1
DEU_LocationBUpper-2_22_T-1,10,R_G1
DEU_LocationALower-39_18_T-1,8,R_G1
DEU_LocationALower-39_18_T-1,18,R_G1
DEU_LocationALower-43_9_T-1,13,R_G1
DEU_LocationAUpper-51_7_T-1,10,R_G1
DEU_LocationALower-25_40_T-1,12,R_G1
DEU_LocationALower-37_53_T-1,12,R_G1
DEU_LocationALower-37_53_T-1,13,R_G1
DEU_LocationALower-33_33_T-1,20,R_G1
DEU_LocationEUpper-22_13_T-1,5,R_G1
DEU_LocationEUpper-20_16_T-1,11,R_G1
DEU_LocationBUpper-1_12_T-1,9,R_G1
DEU_LocationBUpper-1_12_T-1,13,R_G1
DEU_LocationBUpper-1_12_T-1,14,R_G1
DEU_LocationBUpper-2_30_T-1,5,R_G1
DEU_LocationBUpper-2_30_T-1,6,R_G1
DEU_LocationBUpper-2_30_T-1,10,R_G1
DEU_LocationBUpper-2_30_T-1,13,R_G1
DEU_LocationAUpper-30_47_T-1,10,R_G1
DEU_LocationAUpper-55_18_T-1,17,R_G1
DEU_LocationAUpper-55_18_T-1,18,R_G1
DEU_LocationAUpper-45_33_T-1,17,R_G1
DEU_LocationCUpper-5_39_T-1,7,R_G1
DEU_LocationALower-55_9_T-1,24,R_G1
DEU_LocationEUpper-23_5_T-1,6,R_G1
DEU_LocationALower-34_33_T-1,12,R_G1
DEU_LocationALower-44_34_T-1,8,R_G1
DEU_LocationALower-44_34_T-1,14,R_G1
DEU_LocationALower-44_34_T-1,16,R_G1
DEU_LocationALower-44_34_T-1,18,R_G1
DEU_LocationAUpper-46_50_T-1,12,R_G1
DEU_LocationAUpper-46_50_T-1,13,R_G1
DEU_LocationAUpper-46_50_T-1,20,R_G1
DEU_LocationFUpper-60_15_T-1,15,R_G1
DEU_LocationFUpper-60_15_T-1,16,R_G1
DEU_LocationFUpper-60_15_T-1,17,R_G1
DEU_LocationFUpper-60_15_T-1,18,R_G1
DEU_LocationALower-51_31_T-1,16,R_G1
DEU_LocationALower-51_31_T-1,18,R_G1
DEU_LocationALower-51_31_T-1,25,R_G1
DEU_LocationALower-38_38_T-1,7,R_G1
DEU_LocationALower-38_28_T-1,13,R_G1
DEU_LocationAUpper-48_11_T-1,14,R_G1
DEU_LocationAUpper-48_11_T-1,19,R_G1
DEU_LocationELower-21_16_T-1,10,R_G1
DEU_LocationALower-53_51_T-1,13,R_G1
DEU_LocationCLower-4_46_T-1,9,R_G1
DEU_LocationBUpper-3_40_T-1,5,R_G1
DEU_LocationBUpper-3_40_T-1,9,R_G1
DEU_LocationEUpper-23_38_T-1,7,R_G1
DEU_LocationALower-49_7_T-1,11,R_G1
DEU_LocationALower-49_7_T-1,17,R_G1
DEU_LocationAUpper-41_39_T-1,14,R_G1
DEU_LocationALower-54_47_T-1,9,R_G1
DEU_LocationEUpper-24_32_T-1,7,R_G1
DEU_LocationAUpper-51_43_T-1,11,R_G1
DEU_LocationAUpper-51_43_T-1,13,R_G1
DEU_LocationAUpper-28_35_T-1,24,R_G1
DEU_LocationAUpper-42_51_T-1,11,R_G1
DEU_LocationAUpper-42_51_T-1,13,R_G1
DEU_LocationAUpper-42_51_T-1,15,R_G1
DEU_LocationALower-39_26_T-1,14,R_G1
DEU_LocationALower-39_26_T-1,20,R_G1
DEU_LocationAUpper-55_43_T-1,11,R_G1
DEU_LocationAUpper-55_43_T-1,14,R_G1
DEU_LocationEUpper-24_20_T-1,5,R_G1
DEU_LocationEUpper-24_20_T-1,19,R_G1
DEU_LocationEUpper-23_23_T-1,6,R_G1
DEU_LocationALower-48_24_T-1,17,R_G1
DEU_LocationAUpper-11_2_T-1,25,R_G1
DEU_LocationAUpper-11_2_T-1,27,R_G1
DEU_LocationAUpper-11_2_T-1,28,R_G1
DEU_LocationAUpper-11_2_T-1,29,R_G1
DEU_LocationDUpper-8_14_T-1,11,R_G1
DEU_LocationALower-36_13_T-1,10,R_G1
DEU_LocationALower-31_53_T-1,7,R_G1
DEU_LocationALower-31_53_T-1,10,R_G1
DEU_LocationALower-31_53_T-1,17,R_G1
DEU_LocationEUpper-16_23_T-1,7,R_G1
DEU_LocationEUpper-16_23_T-1,9,R_G1
DEU_LocationAUpper-56_38_T-1,21,R_G1
DEU_LocationBUpper-2_34_T-1,6,R_G1
DEU_LocationALower-28_23_T-1,10,R_G1
DEU_LocationALower-28_23_T-1,15,R_G1
DEU_LocationAUpper-54_9_T-1,14,R_G1
DEU_LocationALower-28_54_T-1,7,R_G1
DEU_LocationALower-28_54_T-1,20,R_G1
DEU_LocationAUpper-14_4_T-1,8,R_G1
DEU_LocationAUpper-14_4_T-1,15,R_G1
DEU_LocationAUpper-14_4_T-1,28,R_G1
DEU_LocationAUpper-26_21_T-1,13,R_G1
DEU_LocationAUpper-26_21_T-1,37,R_G1
DEU_LocationALower-33_20_T-1,10,R_G1
DEU_LocationAUpper-14_48_T-1,20,R_G1
DEU_LocationAUpper-14_48_T-1,23,R_G1
DEU_LocationAUpper-14_48_T-1,28,R_G1
DEU_LocationBLower-2_41_T-1,5,R_G1
DEU_LocationFUpper-58_6_T-1,6,R_G1
DEU_LocationFUpper-58_6_T-1,11,R_G1
DEU_LocationAUpper-55_32_T-1,7,R_G1
DEU_LocationALower-26_25_T-1,12,R_G1
DEU_LocationALower-34_8_T-1,6,R_G1
DEU_LocationALower-34_8_T-1,10,R_G1
DEU_LocationALower-34_8_T-1,15,R_G1
DEU_LocationALower-34_8_T-1,19,R_G1
DEU_LocationAUpper-29_43_T-1,17,R_G1
DEU_LocationAUpper-47_1_T-1,14,R_G1
DEU_LocationALower-55_44_T-1,21,R_G1
DEU_LocationALower-55_44_T-1,27,R_G1
DEU_LocationALower-49_1_T-1,8,R_G1
DEU_LocationALower-49_1_T-1,17,R_G1
DEU_LocationAUpper-28_62_T-1,14,R_G1
DEU_LocationAUpper-55_51_T-1,13,R_G1
DEU_LocationELower-21_39_T-1,7,R_G1
DEU_LocationALower-56_25_T-1,9,R_G1
DEU_LocationALower-56_25_T-1,11,R_G1
DEU_LocationALower-36_51_T-1,20,R_G1
DEU_LocationDLower-9_41_T-1,10,R_G1
DEU_LocationAUpper-53_18_T-1,26,R_G1
DEU_LocationALower-30_45_T-1,10,R_G1
DEU_LocationALower-30_45_T-1,16,R_G1
DEU_LocationALower-30_45_T-1,17,R_G1
DEU_LocationAUpper-45_13_T-1,13,R_G1
DEU_LocationAUpper-45_13_T-1,14,R_G1
DEU_LocationAUpper-45_13_T-1,18,R_G1
DEU_LocationAUpper-30_36_T-1,9,R_G1
DEU_LocationAUpper-30_36_T-1,17,R_G1
DEU_LocationDUpper-10_10_T-1,11,R_G1
DEU_LocationEUpper-16_27_T-1,5,R_G1
DEU_LocationEUpper-16_27_T-1,9,R_G1
DEU_LocationALower-33_19_T-1,6,R_G1
DEU_LocationALower-33_19_T-1,16,R_G1
DEU_LocationALower-33_19_T-1,17,R_G1
DEU_LocationALower-25_39_T-1,18,R_G1
DEU_LocationELower-15_17_T-1,6,R_G1
DEU_LocationALower-48_49_T-1,7,R_G1
DEU_LocationALower-48_49_T-1,15,R_G1
DEU_LocationALower-48_49_T-1,16,R_G1
DEU_LocationFLower-60_33_T-1,15,R_G1
DEU_LocationAUpper-31_43_T-1,14,R_G1
DEU_LocationALower-11_5_T-1,24,R_G1
DEU_LocationDUpper-8_26_T-1,9,R_G1
DEU_LocationAUpper-40_13_T-1,20,R_G1
DEU_LocationALower-49_3_T-1,17,R_G1
DEU_LocationAUpper-39_24_T-1,10,R_G1
DEU_LocationAUpper-39_24_T-1,25,R_G1
DEU_LocationAUpper-39_24_T-1,26,R_G1
DEU_LocationAUpper-37_11_T-1,17,R_G1
DEU_LocationALower-52_9_T-1,22,R_G1
DEU_LocationAUpper-43_41_T-1,10,R_G1
DEU_LocationAUpper-42_14_T-1,13,R_G1
DEU_LocationCLower-6_18_T-1,13,R_G1
DEU_LocationALower-44_53_T-1,12,R_G1
DEU_LocationALower-44_53_T-1,13,R_G1
DEU_LocationALower-28_36_T-1,11,R_G1
DEU_LocationAUpper-11_9_T-1,13,R_G1
DEU_LocationAUpper-11_9_T-1,17,R_G1
DEU_LocationAUpper-11_9_T-1,19,R_G1
DEU_LocationAUpper-11_9_T-1,24,R_G1
DEU_LocationAUpper-11_9_T-1,25,R_G1
DEU_LocationAUpper-11_9_T-1,33,R_G1
DEU_LocationAUpper-11_9_T-1,35,R_G1
DEU_LocationALower-51_15_T-1,8,R_G1
DEU_LocationALower-51_15_T-1,11,R_G1
DEU_LocationALower-51_15_T-1,14,R_G1
DEU_LocationALower-44_30_T-1,19,R_G1
DEU_LocationALower-44_30_T-1,21,R_G1
DEU_LocationALower-46_24_T-1,16,R_G1
DEU_LocationALower-56_42_T-1,19,R_G1
DEU_LocationAUpper-14_52_T-1,13,R_G1
DEU_LocationAUpper-14_52_T-1,19,R_G1
DEU_LocationAUpper-14_52_T-1,31,R_G1
DEU_LocationBLower-3_27_T-1,14,R_G1
DEU_LocationDUpper-10_20_T-1,9,R_G1
DEU_LocationAUpper-40_49_T-1,12,R_G1
DEU_LocationAUpper-40_49_T-1,14,R_G1
DEU_LocationALower-47_13_T-1,9,R_G1
DEU_LocationALower-47_13_T-1,24,R_G1
DEU_LocationALower-47_13_T-1,26,R_G1
DEU_LocationALower-35_16_T-1,8,R_G1
DEU_LocationAUpper-37_17_T-1,12,R_G1
DEU_LocationALower-41_10_T-1,6,R_G1
DEU_LocationALower-51_7_T-1,13,R_G1
DEU_LocationALower-29_50_T-1,11,R_G1
DEU_LocationALower-29_50_T-1,16,R_G1
DEU_LocationALower-29_50_T-1,17,R_G1
DEU_LocationELower-20_14_T-1,15,R_G1
DEU_LocationALower-25_37_T-1,9,R_G1
DEU_LocationALower-32_3_T-1,21,R_G1
DEU_LocationAUpper-28_53_T-1,12,R_G1
DEU_LocationAUpper-28_53_T-1,14,R_G1
DEU_LocationAUpper-46_30_T-1,15,R_G1
DEU_LocationAUpper-32_20_T-1,8,R_G1
DEU_LocationAUpper-32_20_T-1,11,R_G1
DEU_LocationAUpper-32_20_T-1,12,R_G1
DEU_LocationAUpper-27_14_T-1,14,R_G1
DEU_LocationAUpper-27_14_T-1,16,R_G1
DEU_LocationBLower-1_43_T-1,8,R_G1
DEU_LocationCLower-6_61_T-1,7,R_G1
DEU_LocationALower-30_49_T-1,8,R_G1
DEU_LocationALower-30_49_T-1,16,R_G1
DEU_LocationALower-41_32_T-1,9,R_G1
DEU_LocationALower-37_6_T-1,21,R_G1
DEU_LocationELower-20_13_T-1,4,R_G1
DEU_LocationEUpper-15_20_T-1,8,R_G1
DEU_LocationALower-44_56_T-1,9,R_G1
DEU_LocationCUpper-6_20_T-1,6,R_G1
DEU_LocationAUpper-46_42_T-1,10,R_G1
DEU_LocationAUpper-46_42_T-1,17,R_G1
DEU_LocationALower-47_4_T-1,7,R_G1
DEU_LocationAUpper-13_42_T-1,29,R_G1
DEU_LocationALower-31_34_T-1,12,R_G1
DEU_LocationAUpper-29_50_T-1,7,R_G1
DEU_LocationAUpper-29_50_T-1,13,R_G1
DEU_LocationELower-19_12_T-1,10,R_G1
DEU_LocationALower-43_36_T-1,18,R_G1
DEU_LocationFUpper-60_5_T-1,8,R_G1
DEU_LocationFUpper-60_5_T-1,15,R_G1
DEU_LocationDUpper-9_30_T-1,7,R_G1
DEU_LocationALower-47_47_T-1,6,R_G1
DEU_LocationALower-47_47_T-1,9,R_G1
DEU_LocationALower-47_47_T-1,12,R_G1
DEU_LocationALower-47_47_T-1,15,R_G1
DEU_LocationALower-47_47_T-1,20,R_G1
DEU_LocationALower-13_31_T-1,11,R_G1
DEU_LocationALower-13_31_T-1,18,R_G1
DEU_LocationAUpper-31_29_T-1,12,R_G1
DEU_LocationALower-40_20_T-1,17,R_G1
DEU_LocationALower-40_20_T-1,18,R_G1
DEU_LocationALower-43_34_T-1,14,R_G1
DEU_LocationALower-36_7_T-1,21,R_G1
DEU_LocationALower-36_7_T-1,27,R_G1
DEU_LocationAUpper-52_23_T-1,13,R_G1
DEU_LocationAUpper-14_15_T-1,13,R_G1
DEU_LocationAUpper-14_15_T-1,23,R_G1
DEU_LocationCLower-5_34_T-1,11,R_G1
DEU_LocationCUpper-4_42_T-1,11,R_G1
DEU_LocationALower-50_55_T-1,12,R_G1
DEU_LocationALower-50_55_T-1,18,R_G1
DEU_LocationAUpper-43_37_T-1,14,R_G1
DEU_LocationELower-19_5_T-1,7,R_G1
DEU_LocationELower-19_5_T-1,9,R_G1
DEU_LocationELower-19_5_T-1,10,R_G1
DEU_LocationELower-19_5_T-1,14,R_G1
DEU_LocationDUpper-10_24_T-1,12,R_G1
DEU_LocationDUpper-10_24_T-1,14,R_G1
DEU_LocationDUpper-10_24_T-1,16,R_G1
DEU_LocationDUpper-10_24_T-1,19,R_G1
DEU_LocationDUpper-10_24_T-1,20,R_G1
DEU_LocationELower-20_12_T-1,9,R_G1
DEU_LocationALower-50_12_T-1,10,R_G1
DEU_LocationALower-50_12_T-1,11,R_G1
DEU_LocationALower-50_12_T-1,16,R_G1
DEU_LocationALower-50_12_T-1,19,R_G1
DEU_LocationALower-48_37_T-1,11,R_G1
DEU_LocationAUpper-25_40_T-1,28,R_G1
DEU_LocationAUpper-25_40_T-1,50,R_G1
DEU_LocationELower-19_40_T-1,10,R_G1
DEU_LocationAUpper-48_50_T-1,16,R_G1
DEU_LocationAUpper-48_50_T-1,21,R_G1
DEU_LocationAUpper-25_12_T-1,54,R_G1
DEU_LocationELower-23_44_T-1,8,R_G1
DEU_LocationELower-23_44_T-1,9,R_G1
DEU_LocationAUpper-48_39_T-1,15,R_G1
DEU_LocationALower-39_27_T-1,10,R_G1
DEU_LocationALower-39_27_T-1,11,R_G1
DEU_LocationALower-39_27_T-1,12,R_G1
DEU_LocationALower-41_9_T-1,7,R_G1
DEU_LocationALower-41_9_T-1,13,R_G1
DEU_LocationALower-41_9_T-1,14,R_G1
DEU_LocationAUpper-25_4_T-1,27,R_G1
DEU_LocationALower-14_54_T-1,17,R_G1
DEU_LocationEUpper-24_16_T-1,12,R_G1
DEU_LocationAUpper-25_31_T-1,11,R_G1
DEU_LocationALower-27_49_T-1,14,R_G1
DEU_LocationFUpper-60_7_T-1,7,R_G1
DEU_LocationFUpper-60_7_T-1,12,R_G1
DEU_LocationFUpper-60_7_T-1,18,R_G1
DEU_LocationAUpper-11_28_T-1,11,R_G1
DEU_LocationAUpper-11_28_T-1,14,R_G1
DEU_LocationAUpper-11_28_T-1,18,R_G1
DEU_LocationAUpper-11_28_T-1,20,R_G1
DEU_LocationALower-45_18_T-1,13,R_G1
DEU_LocationALower-28_7_T-1,11,R_G1
DEU_LocationBUpper-3_48_T-1,6,R_G1
DEU_LocationAUpper-47_49_T-1,14,R_G1
DEU_LocationAUpper-47_49_T-1,15,R_G1
DEU_LocationAUpper-47_49_T-1,17,R_G1
DEU_LocationAUpper-47_49_T-1,18,R_G1
DEU_LocationAUpper-47_49_T-1,20,R_G1
DEU_LocationALower-46_49_T-1,18,R_G1
DEU_LocationALower-11_7_T-1,15,R_G1
DEU_LocationALower-54_6_T-1,6,R_G1
DEU_LocationALower-54_6_T-1,9,R_G1
DEU_LocationAUpper-51_10_T-1,19,R_G1
DEU_LocationAUpper-51_10_T-1,20,R_G1
DEU_LocationAUpper-51_10_T-1,21,R_G1
DEU_LocationAUpper-38_6_T-1,16,R_G1
DEU_LocationELower-18_2_T-1,6,R_G1
DEU_LocationAUpper-35_11_T-1,10,R_G1
DEU_LocationAUpper-35_11_T-1,11,R_G1
DEU_LocationAUpper-35_11_T-1,12,R_G1
DEU_LocationAUpper-35_11_T-1,13,R_G1
DEU_LocationALower-11_14_T-1,12,R_G1
DEU_LocationALower-11_14_T-1,20,R_G1
DEU_LocationALower-11_14_T-1,22,R_G1
DEU_LocationALower-46_20_T-1,13,R_G1
DEU_LocationALower-11_19_T-1,9,R_G1
DEU_LocationALower-11_19_T-1,16,R_G1
DEU_LocationALower-11_19_T-1,18,R_G1
DEU_LocationALower-11_19_T-1,20,R_G1
DEU_LocationALower-11_19_T-1,24,R_G1
DEU_LocationAUpper-45_9_T-1,7,R_G1
DEU_LocationAUpper-45_9_T-1,10,R_G1
DEU_LocationAUpper-27_55_T-1,12,R_G1
DEU_LocationELower-21_48_T-1,17,R_G1
DEU_LocationBLower-3_8_T-1,10,R_G1
DEU_LocationALower-47_44_T-1,14,R_G1
DEU_LocationALower-47_44_T-1,24,R_G1
DEU_LocationCUpper-4_44_T-1,7,R_G1
DEU_LocationAUpper-38_7_T-1,11,R_G1
DEU_LocationALower-33_29_T-1,18,R_G1
DEU_LocationALower-33_29_T-1,20,R_G1
DEU_LocationALower-33_29_T-1,22,R_G1
DEU_LocationAUpper-46_29_T-1,13,R_G1
DEU_LocationAUpper-46_29_T-1,16,R_G1
DEU_LocationAUpper-53_13_T-1,18,R_G1
DEU_LocationAUpper-53_13_T-1,19,R_G1
DEU_LocationALower-55_32_T-1,25,R_G1
DEU_LocationFLower-58_9_T-1,6,R_G1
DEU_LocationALower-33_1_T-1,12,R_G1
DEU_LocationALower-33_1_T-1,13,R_G1
DEU_LocationAUpper-28_13_T-1,11,R_G1
DEU_LocationAUpper-28_13_T-1,13,R_G1
DEU_LocationDUpper-9_38_T-1,11,R_G1
DEU_LocationEUpper-22_21_T-1,10,R_G1
DEU_LocationAUpper-35_24_T-1,23,R_G1
DEU_LocationDUpper-8_5_T-1,7,R_G1
DEU_LocationALower-13_44_T-1,18,R_G1
DEU_LocationALower-44_52_T-1,22,R_G1
DEU_LocationALower-54_52_T-1,13,R_G1
DEU_LocationDLower-8_12_T-1,7,R_G1
DEU_LocationALower-26_40_T-1,18,R_G1
DEU_LocationALower-44_41_T-1,12,R_G1
DEU_LocationALower-14_38_T-1,12,R_G1
DEU_LocationALower-14_38_T-1,19,R_G1
DEU_LocationALower-14_38_T-1,20,R_G1
DEU_LocationBLower-3_50_T-1,5,R_G1
DEU_LocationBUpper-3_13_T-1,7,R_G1
DEU_LocationALower-33_42_T-1,6,R_G1
DEU_LocationALower-33_42_T-1,16,R_G1
DEU_LocationALower-57_29_T-1,12,R_G1
DEU_LocationALower-57_29_T-1,13,R_G1
DEU_LocationALower-28_5_T-1,7,R_G1
DEU_LocationALower-40_46_T-1,16,R_G1
DEU_LocationAUpper-35_31_T-1,11,R_G1
DEU_LocationAUpper-35_31_T-1,15,R_G1
DEU_LocationAUpper-35_31_T-1,17,R_G1
DEU_LocationAUpper-35_31_T-1,22,R_G1
DEU_LocationALower-30_10_T-1,16,R_G1
DEU_LocationCUpper-6_54_T-1,10,R_G1
DEU_LocationCUpper-6_54_T-1,11,R_G1
DEU_LocationCUpper-6_54_T-1,12,R_G1
DEU_LocationAUpper-55_20_T-1,11,R_G1
DEU_LocationALower-54_43_T-1,13,R_G1
DEU_LocationALower-54_43_T-1,15,R_G1
DEU_LocationALower-54_43_T-1,21,R_G1
DEU_LocationALower-54_43_T-1,22,R_G1
DEU_LocationALower-47_7_T-1,21,R_G1
DEU_LocationEUpper-19_40_T-1,14,R_G1
DEU_LocationEUpper-19_40_T-1,16,R_G1
DEU_LocationAUpper-27_24_T-1,14,R_G1
DEU_LocationAUpper-26_26_T-1,14,R_G1
DEU_LocationELower-20_31_T-1,8,R_G1
DEU_LocationALower-57_20_T-1,11,R_G1
DEU_LocationALower-57_20_T-1,13,R_G1
DEU_LocationALower-57_20_T-1,20,R_G1
DEU_LocationALower-57_20_T-1,22,R_G1
DEU_LocationALower-57_20_T-1,24,R_G1
DEU_LocationAUpper-47_25_T-1,8,R_G1
DEU_LocationAUpper-47_25_T-1,19,R_G1
DEU_LocationAUpper-47_25_T-1,20,R_G1
DEU_LocationALower-50_24_T-1,12,R_G1
DEU_LocationALower-53_39_T-1,16,R_G1
DEU_LocationALower-53_39_T-1,18,R_G1
DEU_LocationALower-53_39_T-1,20,R_G1
DEU_LocationALower-53_39_T-1,21,R_G1
DEU_LocationALower-53_39_T-1,27,R_G1
DEU_LocationALower-53_39_T-1,28,R_G1
DEU_LocationELower-15_12_T-1,11,R_G1
DEU_LocationALower-12_35_T-1,18,R_G1
DEU_LocationALower-12_35_T-1,19,R_G1
DEU_LocationELower-16_13_T-1,7,R_G1
DEU_LocationAUpper-38_56_T-1,13,R_G1
DEU_LocationCUpper-5_32_T-1,12,R_G1
DEU_LocationCUpper-5_45_T-1,9,R_G1
DEU_LocationALower-52_4_T-1,8,R_G1
DEU_LocationALower-52_4_T-1,14,R_G1
DEU_LocationALower-39_30_T-1,13,R_G1
DEU_LocationALower-39_30_T-1,15,R_G1
DEU_LocationALower-27_48_T-1,5,R_G1
DEU_LocationALower-27_48_T-1,18,R_G1
DEU_LocationALower-27_48_T-1,22,R_G1
DEU_LocationALower-57_23_T-1,13,R_G1
DEU_LocationALower-57_23_T-1,15,R_G1
DEU_LocationAUpper-42_7_T-1,14,R_G1
DEU_LocationAUpper-55_31_T-1,12,R_G1
DEU_LocationALower-42_6_T-1,13,R_G1
DEU_LocationALower-38_17_T-1,18,R_G1
DEU_LocationALower-38_17_T-1,20,R_G1
DEU_LocationALower-53_31_T-1,12,R_G1
DEU_LocationAUpper-30_43_T-1,10,R_G1
DEU_LocationBLower-1_38_T-1,7,R_G1
DEU_LocationBLower-1_38_T-1,9,R_G1
DEU_LocationBLower-1_38_T-1,10,R_G1
DEU_LocationALower-38_7_T-1,13,R_G1
DEU_LocationALower-38_7_T-1,21,R_G1
DEU_LocationALower-33_49_T-1,12,R_G1
DEU_LocationALower-33_49_T-1,15,R_G1
DEU_LocationAUpper-51_36_T-1,11,R_G1
DEU_LocationAUpper-51_36_T-1,12,R_G1
DEU_LocationDLower-10_9_T-1,19,R_G1
DEU_LocationAUpper-47_38_T-1,22,R_G1
DEU_LocationAUpper-41_27_T-1,9,R_G1
DEU_LocationAUpper-41_27_T-1,19,R_G1
DEU_LocationAUpper-41_27_T-1,24,R_G1
DEU_LocationALower-57_30_T-1,18,R_G1
DEU_LocationALower-57_30_T-1,20,R_G1
DEU_LocationFLower-58_3_T-1,13,R_G1
DEU_LocationDUpper-10_12_T-1,9,R_G1
DEU_LocationAUpper-43_36_T-1,17,R_G1
DEU_LocationAUpper-43_36_T-1,19,R_G1
DEU_LocationALower-35_47_T-1,10,R_G1
DEU_LocationALower-56_16_T-1,13,R_G1
